article_id,title,journal,pub_year,keywords,abstract,study_region,marine_realm,times_cited,doi,study_type_2,affiliation,mapping_affiliation,mapping_country
121,Mobile marine predators: an understudied source of nutrients to coral reefs in an unfished atoll,PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES,2018,SHARKS CARCHARHINUS-AMBLYRHYNCHOS; SPACE USE; CONNECTIVITY; MOVEMENTS; ECOSYSTEM; PATTERNS; ECOLOGY; RATES; TELEMETRY; HABITATS,"Animal movements can facilitate important ecological processes, and wide-ranging marine predators, such as sharks, potentially contribute significantly towards nutrient transfer between habitats. We applied network theory to 4 years of acoustic telemetry data for grey reef sharks (Carcharhinus amblyrhynchos) at Palmyra, an unfished atoll, to assess their potential role in nutrient dynamics throughout this remote ecosystem. We evaluated the dynamics of habitat connectivity and used network metrics to quantify shark-mediated nutrient distribution. Predator movements were consistent within year, but differed between years and by sex. Females used higher numbers of routes throughout the system, distributing nutrients over a larger proportion of the atoll. Extrapolations of tagged sharks to the population level suggest that prey consumption and subsequent egestion leads to the heterogeneous deposition of 94.5 kg d(-1) of nitrogen around the atoll, with approximately 86% of this probably derived from pelagic resources. These results suggest that sharks may contribute substantially to nutrient transfer from offshore waters to near-shore reefs, subsidies that are important for coral reef health.","",Eastern Indo-Pacific,3,10.1098/rspb.2017.2456,Field-based,"Imperial Coll London, Dept Life Sci, Silwood Pk Campus,Buckhurst Rd, Ascot SL5 7PY, Berks",United Kingdom,United States
123,Cleaner wrasse indirectly affect the cognitive performance of a damselfish through ectoparasite removal,PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES,2018,CORAL-REEF FISH; LABROIDES-DIMIDIATUS; BEHAVIORAL LATERALIZATION; EVOLUTIONARY ECOLOGY; GNATHIID ISOPODS; BUMBLE-BEES; TRADE-OFFS; INFECTION; PARASITE; MEMORY,"Cleaning organisms play a fundamental ecological role by removing ectoparasites and infected tissue from client surfaces. We used the well-studied cleaning mutualisms involving the cleaner wrasse, Labroides dimidiatus, to test how client cognition is affected by ectoparasites and whether these effects are mitigated by cleaners. Ambon damselfish (Pomacentrus amboinensis) collected from experimental reef patches without cleaner wrasse performed worse in a visual discrimination test than conspecifics from patches with cleaners. Endoparasite abundance also negatively influenced success in this test. Visual discrimination performance was also impaired in damselfish experimentally infected with gnathiid (Crustacea: Isopoda) ectoparasites. Neither cleaner absence nor gnathiid infection affected performance in spatial recognition or reversal learning tests. Injection with immune-stimulating lipopolysaccharide did not affect visual discrimination performance relative to saline-injected controls, suggesting that cognitive impairments are not due to an innate immune response. Our results highlight the complex, indirect role of cleaning organisms in promoting the health of their clients via ectoparasite removal and emphasize the negative impact of parasites on host's cognitive abilities.","",Central Indo-Pacific,1,10.1098/rspb.2017.2447,Field-based,"Univ Montreal, Dept Sci Biol, Montreal, PQ",Canada,Australia
123,Cleaner wrasse indirectly affect the cognitive performance of a damselfish through ectoparasite removal,PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES,2018,CORAL-REEF FISH; LABROIDES-DIMIDIATUS; BEHAVIORAL LATERALIZATION; EVOLUTIONARY ECOLOGY; GNATHIID ISOPODS; BUMBLE-BEES; TRADE-OFFS; INFECTION; PARASITE; MEMORY,"Cleaning organisms play a fundamental ecological role by removing ectoparasites and infected tissue from client surfaces. We used the well-studied cleaning mutualisms involving the cleaner wrasse, Labroides dimidiatus, to test how client cognition is affected by ectoparasites and whether these effects are mitigated by cleaners. Ambon damselfish (Pomacentrus amboinensis) collected from experimental reef patches without cleaner wrasse performed worse in a visual discrimination test than conspecifics from patches with cleaners. Endoparasite abundance also negatively influenced success in this test. Visual discrimination performance was also impaired in damselfish experimentally infected with gnathiid (Crustacea: Isopoda) ectoparasites. Neither cleaner absence nor gnathiid infection affected performance in spatial recognition or reversal learning tests. Injection with immune-stimulating lipopolysaccharide did not affect visual discrimination performance relative to saline-injected controls, suggesting that cognitive impairments are not due to an innate immune response. Our results highlight the complex, indirect role of cleaning organisms in promoting the health of their clients via ectoparasite removal and emphasize the negative impact of parasites on host's cognitive abilities.","",Central Indo-Pacific,1,10.1098/rspb.2017.2447,Field-based,"Univ Montreal, Dept Sci Biol, Montreal, PQ",Switzerland,Australia
123,Cleaner wrasse indirectly affect the cognitive performance of a damselfish through ectoparasite removal,PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES,2018,CORAL-REEF FISH; LABROIDES-DIMIDIATUS; BEHAVIORAL LATERALIZATION; EVOLUTIONARY ECOLOGY; GNATHIID ISOPODS; BUMBLE-BEES; TRADE-OFFS; INFECTION; PARASITE; MEMORY,"Cleaning organisms play a fundamental ecological role by removing ectoparasites and infected tissue from client surfaces. We used the well-studied cleaning mutualisms involving the cleaner wrasse, Labroides dimidiatus, to test how client cognition is affected by ectoparasites and whether these effects are mitigated by cleaners. Ambon damselfish (Pomacentrus amboinensis) collected from experimental reef patches without cleaner wrasse performed worse in a visual discrimination test than conspecifics from patches with cleaners. Endoparasite abundance also negatively influenced success in this test. Visual discrimination performance was also impaired in damselfish experimentally infected with gnathiid (Crustacea: Isopoda) ectoparasites. Neither cleaner absence nor gnathiid infection affected performance in spatial recognition or reversal learning tests. Injection with immune-stimulating lipopolysaccharide did not affect visual discrimination performance relative to saline-injected controls, suggesting that cognitive impairments are not due to an innate immune response. Our results highlight the complex, indirect role of cleaning organisms in promoting the health of their clients via ectoparasite removal and emphasize the negative impact of parasites on host's cognitive abilities.","",Central Indo-Pacific,1,10.1098/rspb.2017.2447,Field-based,"Univ Montreal, Dept Sci Biol, Montreal, PQ",Australia,Australia
123,Cleaner wrasse indirectly affect the cognitive performance of a damselfish through ectoparasite removal,PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES,2018,CORAL-REEF FISH; LABROIDES-DIMIDIATUS; BEHAVIORAL LATERALIZATION; EVOLUTIONARY ECOLOGY; GNATHIID ISOPODS; BUMBLE-BEES; TRADE-OFFS; INFECTION; PARASITE; MEMORY,"Cleaning organisms play a fundamental ecological role by removing ectoparasites and infected tissue from client surfaces. We used the well-studied cleaning mutualisms involving the cleaner wrasse, Labroides dimidiatus, to test how client cognition is affected by ectoparasites and whether these effects are mitigated by cleaners. Ambon damselfish (Pomacentrus amboinensis) collected from experimental reef patches without cleaner wrasse performed worse in a visual discrimination test than conspecifics from patches with cleaners. Endoparasite abundance also negatively influenced success in this test. Visual discrimination performance was also impaired in damselfish experimentally infected with gnathiid (Crustacea: Isopoda) ectoparasites. Neither cleaner absence nor gnathiid infection affected performance in spatial recognition or reversal learning tests. Injection with immune-stimulating lipopolysaccharide did not affect visual discrimination performance relative to saline-injected controls, suggesting that cognitive impairments are not due to an innate immune response. Our results highlight the complex, indirect role of cleaning organisms in promoting the health of their clients via ectoparasite removal and emphasize the negative impact of parasites on host's cognitive abilities.","",Central Indo-Pacific,1,10.1098/rspb.2017.2447,Field-based,"Univ Neuchatel, Inst Biol, Neuchatel",Canada,Australia
123,Cleaner wrasse indirectly affect the cognitive performance of a damselfish through ectoparasite removal,PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES,2018,CORAL-REEF FISH; LABROIDES-DIMIDIATUS; BEHAVIORAL LATERALIZATION; EVOLUTIONARY ECOLOGY; GNATHIID ISOPODS; BUMBLE-BEES; TRADE-OFFS; INFECTION; PARASITE; MEMORY,"Cleaning organisms play a fundamental ecological role by removing ectoparasites and infected tissue from client surfaces. We used the well-studied cleaning mutualisms involving the cleaner wrasse, Labroides dimidiatus, to test how client cognition is affected by ectoparasites and whether these effects are mitigated by cleaners. Ambon damselfish (Pomacentrus amboinensis) collected from experimental reef patches without cleaner wrasse performed worse in a visual discrimination test than conspecifics from patches with cleaners. Endoparasite abundance also negatively influenced success in this test. Visual discrimination performance was also impaired in damselfish experimentally infected with gnathiid (Crustacea: Isopoda) ectoparasites. Neither cleaner absence nor gnathiid infection affected performance in spatial recognition or reversal learning tests. Injection with immune-stimulating lipopolysaccharide did not affect visual discrimination performance relative to saline-injected controls, suggesting that cognitive impairments are not due to an innate immune response. Our results highlight the complex, indirect role of cleaning organisms in promoting the health of their clients via ectoparasite removal and emphasize the negative impact of parasites on host's cognitive abilities.","",Central Indo-Pacific,1,10.1098/rspb.2017.2447,Field-based,"Univ Neuchatel, Inst Biol, Neuchatel",Switzerland,Australia
123,Cleaner wrasse indirectly affect the cognitive performance of a damselfish through ectoparasite removal,PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES,2018,CORAL-REEF FISH; LABROIDES-DIMIDIATUS; BEHAVIORAL LATERALIZATION; EVOLUTIONARY ECOLOGY; GNATHIID ISOPODS; BUMBLE-BEES; TRADE-OFFS; INFECTION; PARASITE; MEMORY,"Cleaning organisms play a fundamental ecological role by removing ectoparasites and infected tissue from client surfaces. We used the well-studied cleaning mutualisms involving the cleaner wrasse, Labroides dimidiatus, to test how client cognition is affected by ectoparasites and whether these effects are mitigated by cleaners. Ambon damselfish (Pomacentrus amboinensis) collected from experimental reef patches without cleaner wrasse performed worse in a visual discrimination test than conspecifics from patches with cleaners. Endoparasite abundance also negatively influenced success in this test. Visual discrimination performance was also impaired in damselfish experimentally infected with gnathiid (Crustacea: Isopoda) ectoparasites. Neither cleaner absence nor gnathiid infection affected performance in spatial recognition or reversal learning tests. Injection with immune-stimulating lipopolysaccharide did not affect visual discrimination performance relative to saline-injected controls, suggesting that cognitive impairments are not due to an innate immune response. Our results highlight the complex, indirect role of cleaning organisms in promoting the health of their clients via ectoparasite removal and emphasize the negative impact of parasites on host's cognitive abilities.","",Central Indo-Pacific,1,10.1098/rspb.2017.2447,Field-based,"Univ Neuchatel, Inst Biol, Neuchatel",Australia,Australia
123,Cleaner wrasse indirectly affect the cognitive performance of a damselfish through ectoparasite removal,PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES,2018,CORAL-REEF FISH; LABROIDES-DIMIDIATUS; BEHAVIORAL LATERALIZATION; EVOLUTIONARY ECOLOGY; GNATHIID ISOPODS; BUMBLE-BEES; TRADE-OFFS; INFECTION; PARASITE; MEMORY,"Cleaning organisms play a fundamental ecological role by removing ectoparasites and infected tissue from client surfaces. We used the well-studied cleaning mutualisms involving the cleaner wrasse, Labroides dimidiatus, to test how client cognition is affected by ectoparasites and whether these effects are mitigated by cleaners. Ambon damselfish (Pomacentrus amboinensis) collected from experimental reef patches without cleaner wrasse performed worse in a visual discrimination test than conspecifics from patches with cleaners. Endoparasite abundance also negatively influenced success in this test. Visual discrimination performance was also impaired in damselfish experimentally infected with gnathiid (Crustacea: Isopoda) ectoparasites. Neither cleaner absence nor gnathiid infection affected performance in spatial recognition or reversal learning tests. Injection with immune-stimulating lipopolysaccharide did not affect visual discrimination performance relative to saline-injected controls, suggesting that cognitive impairments are not due to an innate immune response. Our results highlight the complex, indirect role of cleaning organisms in promoting the health of their clients via ectoparasite removal and emphasize the negative impact of parasites on host's cognitive abilities.","",Central Indo-Pacific,1,10.1098/rspb.2017.2447,Field-based,"Univ Queensland, Sch Biol Sci, St Lucia, Qld",Canada,Australia
123,Cleaner wrasse indirectly affect the cognitive performance of a damselfish through ectoparasite removal,PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES,2018,CORAL-REEF FISH; LABROIDES-DIMIDIATUS; BEHAVIORAL LATERALIZATION; EVOLUTIONARY ECOLOGY; GNATHIID ISOPODS; BUMBLE-BEES; TRADE-OFFS; INFECTION; PARASITE; MEMORY,"Cleaning organisms play a fundamental ecological role by removing ectoparasites and infected tissue from client surfaces. We used the well-studied cleaning mutualisms involving the cleaner wrasse, Labroides dimidiatus, to test how client cognition is affected by ectoparasites and whether these effects are mitigated by cleaners. Ambon damselfish (Pomacentrus amboinensis) collected from experimental reef patches without cleaner wrasse performed worse in a visual discrimination test than conspecifics from patches with cleaners. Endoparasite abundance also negatively influenced success in this test. Visual discrimination performance was also impaired in damselfish experimentally infected with gnathiid (Crustacea: Isopoda) ectoparasites. Neither cleaner absence nor gnathiid infection affected performance in spatial recognition or reversal learning tests. Injection with immune-stimulating lipopolysaccharide did not affect visual discrimination performance relative to saline-injected controls, suggesting that cognitive impairments are not due to an innate immune response. Our results highlight the complex, indirect role of cleaning organisms in promoting the health of their clients via ectoparasite removal and emphasize the negative impact of parasites on host's cognitive abilities.","",Central Indo-Pacific,1,10.1098/rspb.2017.2447,Field-based,"Univ Queensland, Sch Biol Sci, St Lucia, Qld",Switzerland,Australia
123,Cleaner wrasse indirectly affect the cognitive performance of a damselfish through ectoparasite removal,PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES,2018,CORAL-REEF FISH; LABROIDES-DIMIDIATUS; BEHAVIORAL LATERALIZATION; EVOLUTIONARY ECOLOGY; GNATHIID ISOPODS; BUMBLE-BEES; TRADE-OFFS; INFECTION; PARASITE; MEMORY,"Cleaning organisms play a fundamental ecological role by removing ectoparasites and infected tissue from client surfaces. We used the well-studied cleaning mutualisms involving the cleaner wrasse, Labroides dimidiatus, to test how client cognition is affected by ectoparasites and whether these effects are mitigated by cleaners. Ambon damselfish (Pomacentrus amboinensis) collected from experimental reef patches without cleaner wrasse performed worse in a visual discrimination test than conspecifics from patches with cleaners. Endoparasite abundance also negatively influenced success in this test. Visual discrimination performance was also impaired in damselfish experimentally infected with gnathiid (Crustacea: Isopoda) ectoparasites. Neither cleaner absence nor gnathiid infection affected performance in spatial recognition or reversal learning tests. Injection with immune-stimulating lipopolysaccharide did not affect visual discrimination performance relative to saline-injected controls, suggesting that cognitive impairments are not due to an innate immune response. Our results highlight the complex, indirect role of cleaning organisms in promoting the health of their clients via ectoparasite removal and emphasize the negative impact of parasites on host's cognitive abilities.","",Central Indo-Pacific,1,10.1098/rspb.2017.2447,Field-based,"Univ Queensland, Sch Biol Sci, St Lucia, Qld",Australia,Australia
125,"Shifting gears: Diversification, intensification, and effort increases in small-scale fisheries (1950-2010)",PLOS ONE,2018,CORAL-REEF ECOSYSTEMS; CENTRAL PHILIPPINES; RESOURCE USERS; FISHING EFFORT; IMPACTS; CONSERVATION; CHALLENGES; COMANAGEMENT; BIODIVERSITY; MANAGEMENT,"Locally sustainable resource extraction activities, at times, transform into ecologically detrimental enterprises. Understanding such transitions is a primary challenge for conservation and management of many ecosystems. In marine systems, over-exploitation of small-scale fisheries creates problems such as reduced biodiversity and lower catches. However, long-term documentation of how governance and associated changes in fishing gears may have contributed to such declines is often lacking. Using fisher interviews, we characterized fishing gear dynamics over 60 years (1950-2010) in a coral reef ecosystem in the Philippines subject to changing fishing regulations. In aggregate fishers greatly diversified their use of fishing gears. However, most individual fishers used one or two gears at a time (mean number of fishing gears < 2 in all years). Individual fishing effort (days per year) was fairly steady over the study period, but cumulative fishing effort by all fishers increased 240%. In particular, we document large increases in total effort by fishers using nets and diving. Other fishing gears experienced less pronounced changes in total effort over time. Fishing intensified through escalating use of non-selective, active, and destructive fishing gears. We also found that policies promoting higher production over sustainability influenced the use of fishing gears, with changes in gear use persisting decades after those same policies were stopped. Our quantitative evidence shows dynamic changes in fishing gear use over time and indicates that gears used in contemporary small-scale fisheries impact oceans more than those used in earlier decades.","",Central Indo-Pacific,1,10.1371/journal.pone.0190232,Field-based,"Univ British Columbia, Forest & Conservat Sci, Vancouver, BC",Canada,Philippines
125,"Shifting gears: Diversification, intensification, and effort increases in small-scale fisheries (1950-2010)",PLOS ONE,2018,CORAL-REEF ECOSYSTEMS; CENTRAL PHILIPPINES; RESOURCE USERS; FISHING EFFORT; IMPACTS; CONSERVATION; CHALLENGES; COMANAGEMENT; BIODIVERSITY; MANAGEMENT,"Locally sustainable resource extraction activities, at times, transform into ecologically detrimental enterprises. Understanding such transitions is a primary challenge for conservation and management of many ecosystems. In marine systems, over-exploitation of small-scale fisheries creates problems such as reduced biodiversity and lower catches. However, long-term documentation of how governance and associated changes in fishing gears may have contributed to such declines is often lacking. Using fisher interviews, we characterized fishing gear dynamics over 60 years (1950-2010) in a coral reef ecosystem in the Philippines subject to changing fishing regulations. In aggregate fishers greatly diversified their use of fishing gears. However, most individual fishers used one or two gears at a time (mean number of fishing gears < 2 in all years). Individual fishing effort (days per year) was fairly steady over the study period, but cumulative fishing effort by all fishers increased 240%. In particular, we document large increases in total effort by fishers using nets and diving. Other fishing gears experienced less pronounced changes in total effort over time. Fishing intensified through escalating use of non-selective, active, and destructive fishing gears. We also found that policies promoting higher production over sustainability influenced the use of fishing gears, with changes in gear use persisting decades after those same policies were stopped. Our quantitative evidence shows dynamic changes in fishing gear use over time and indicates that gears used in contemporary small-scale fisheries impact oceans more than those used in earlier decades.","",Central Indo-Pacific,1,10.1371/journal.pone.0190232,Field-based,"Univ British Columbia, Inst Oceans & Fisheries, Project Seahorse, Vancouver, BC",Canada,Philippines
126,Sea surface currents and geographic isolation shape the genetic population structure of a coral reef fish in the Indian Ocean,PLOS ONE,2018,MITOCHONDRIAL-DNA; AVIAN PHYLOGEOGRAPHY; MOZAMBIQUE CHANNEL; CONNECTIVITY; DIVERGENCE; MICROSATELLITE; ANEMONEFISH; SOFTWARE; GROWTH; SIZE,"In this contribution, we determine the genetic population structure in the Skunk Clownfish (Amphiprion akallopsisos) across the Indian Ocean, and on a smaller geographic scale in the Western Indian Ocean (WIO). Highly restricted gene flow was discovered between populations on either side of the Indian Ocean using the control region as a mitochondrial marker (mtDNA). We verify this conclusion using 13 microsatellite markers and infer fine scale genetic structuring within the WIO. In total 387 samples from 21 sites were analysed using mtDNA and 13 microsatellite loci. Analysis included estimation of genetic diversity and population differentiation. A haplotype network was inferred using mtDNA. Nuclear markers were used in Bayesian clustering and a principal component analysis. Both markers confirmed strong genetic differentiation between WIO and Eastern Indian Ocean (EIO) populations, and a shallower population structure among Malagasy and East African mainland populations. Limited gene flow across the Mozambique Channel may be explained by its complex oceanography, which could cause local retention of larvae, limiting dispersal between Madagascar and the East African coast. Two other potential current-mediated barriers to larval dispersal suggested in the WIO, the split of the SEC at approximately 10 degrees S and the convergence of the Somali Current with the East African Coast Current at approximately 3 degrees S, were not found to form a barrier to gene flow in this species.",Indian Ocean,Western Indo-Pacific,1,10.1371/journal.pone.0193825,Field-based,"VUB, Marine Biol Ecol & Biodivers, Brussels",Belgium,
129,Funding Conservation Locally: Insights from Behavioral Experiments in Indonesia,CONSERVATION LETTERS,2018,NATURAL FIELD EXPERIMENT; CHARITABLE CONTRIBUTIONS; PREFERENCES; SUBSIDIES; REBATE; MATTER; PRICE,"Proximate stressors such as destructive fishing are key drivers of coral reef degradation. Conservation strategies that marshal local action and are tailored to the preferences of the target group are thus needed to sustain coral resources. We experimentally analyze the behavior of marine resource users in a coastal village in Indonesia to gain insight into whether people prefer to donate time or money to environmental or other charitable causes. Each person is subject to one of four treatments: monetary donation, monetary donation match, volunteer time donation, and volunteer time donation match. Contrasting with the existing literature, we find that participants give significantly more when donating money compared to time. We also find that matching donations increases the percent of people giving but does not increase the amount donated. This research furthers our understanding of what motivates resource users in a developing country to contribute to the provision of public goods.","",Central Indo-Pacific,1,10.1111/conl.12378,Field-based,"Jacobs Univ, Dept Econ & Business, Bremen",Germany,Indonesia
129,Funding Conservation Locally: Insights from Behavioral Experiments in Indonesia,CONSERVATION LETTERS,2018,NATURAL FIELD EXPERIMENT; CHARITABLE CONTRIBUTIONS; PREFERENCES; SUBSIDIES; REBATE; MATTER; PRICE,"Proximate stressors such as destructive fishing are key drivers of coral reef degradation. Conservation strategies that marshal local action and are tailored to the preferences of the target group are thus needed to sustain coral resources. We experimentally analyze the behavior of marine resource users in a coastal village in Indonesia to gain insight into whether people prefer to donate time or money to environmental or other charitable causes. Each person is subject to one of four treatments: monetary donation, monetary donation match, volunteer time donation, and volunteer time donation match. Contrasting with the existing literature, we find that participants give significantly more when donating money compared to time. We also find that matching donations increases the percent of people giving but does not increase the amount donated. This research furthers our understanding of what motivates resource users in a developing country to contribute to the provision of public goods.","",Central Indo-Pacific,1,10.1111/conl.12378,Field-based,"Leibniz Ctr Trop Marine Res ZMT, Bremen",Germany,Indonesia
130,"Diel CO2 cycles do not modify juvenile growth, survival and otolith development in two coral reef fish under ocean acidification",MARINE BIOLOGY,2018,TROPICAL MARINE FISH; SEAWATER CARBONATE CHEMISTRY; ELEVATED CO2; PH; IMPACTS; CALCIFICATION; RESPONSES; LARVAE; VARIABILITY; ACID,"Recent studies show that daily variation in pCO(2) levels can modify the life-history and calcification responses of marine organisms to ocean acidification. The early life stages of coral reef fish exhibit varied growth, survival and otolith development responses to elevated pCO(2), yet no studies to date have considered the substantial diel pCO(2) cycles that occur in shallow reef habitats. Here, we reared three clutches of juvenile Acanthochromis polyacanthus and Amphiprion percula under control (500 mu atm), stable, elevated (1000 mu atm) and diel cycling, elevated (1000 +/- 300 and 1000 +/- 500 mu atm) pCO(2) for 11 and 6 weeks, respectively. Survival was unaffected by exposure to either elevated stable or diel cycling pCO(2) conditions in both species. For A. polyacanthus there was a non-significant trend of decreased standard length and wet weight under stable, elevated pCO(2) conditions, whereas values in both the diel cycling treatments were closer to those observed under control conditions. A similar non-significant trend was observed for Am. percula, except that exposure to stable, elevated pCO(2) conditions resulted in slightly longer and heavier fish. Finally, otolith size, shape and symmetry in both species were unaffected by exposure to either elevated stable or diel cycling pCO(2) conditions. Overall, our results suggest that the growth, survival and otolith development of juvenile coral reef fishes under ocean acidification is unlikely to be affected, in isolation, by diel cycles in pCO(2).","",Central Indo-Pacific,3,10.1007/s00227-018-3311-5,Field-based,"James Cook Univ, ARC Ctr Excellence Coral Reef Studies, Townsville, Qld 4811",Australia,Australia
130,"Diel CO2 cycles do not modify juvenile growth, survival and otolith development in two coral reef fish under ocean acidification",MARINE BIOLOGY,2018,TROPICAL MARINE FISH; SEAWATER CARBONATE CHEMISTRY; ELEVATED CO2; PH; IMPACTS; CALCIFICATION; RESPONSES; LARVAE; VARIABILITY; ACID,"Recent studies show that daily variation in pCO(2) levels can modify the life-history and calcification responses of marine organisms to ocean acidification. The early life stages of coral reef fish exhibit varied growth, survival and otolith development responses to elevated pCO(2), yet no studies to date have considered the substantial diel pCO(2) cycles that occur in shallow reef habitats. Here, we reared three clutches of juvenile Acanthochromis polyacanthus and Amphiprion percula under control (500 mu atm), stable, elevated (1000 mu atm) and diel cycling, elevated (1000 +/- 300 and 1000 +/- 500 mu atm) pCO(2) for 11 and 6 weeks, respectively. Survival was unaffected by exposure to either elevated stable or diel cycling pCO(2) conditions in both species. For A. polyacanthus there was a non-significant trend of decreased standard length and wet weight under stable, elevated pCO(2) conditions, whereas values in both the diel cycling treatments were closer to those observed under control conditions. A similar non-significant trend was observed for Am. percula, except that exposure to stable, elevated pCO(2) conditions resulted in slightly longer and heavier fish. Finally, otolith size, shape and symmetry in both species were unaffected by exposure to either elevated stable or diel cycling pCO(2) conditions. Overall, our results suggest that the growth, survival and otolith development of juvenile coral reef fishes under ocean acidification is unlikely to be affected, in isolation, by diel cycles in pCO(2).","",Central Indo-Pacific,3,10.1007/s00227-018-3311-5,Field-based,"James Cook Univ, Coll Sci & Engn, Townsville, Qld 4811",Australia,Australia
132,Parasite infestation increases on coral reefs without cleaner fish,CORAL REEFS,2018,GREAT-BARRIER-REEF; CAPTIVE BLACKEYE THICKLIP; GNATHIID ISOPODS; LABROIDES-DIMIDIATUS; LIZARD ISLAND; AUSTRALIA; REDUCE; WRASSE; DAMSELFISH; PROTECTION,"Mutualisms are pivotal in shaping ecological communities. Iconic images of cleaner fish entering the mouths of predatory fish clients to remove ectoparasites epitomize their mutual benefit. Experimental manipulations of cleaner wrasse reveal declines in fish size and growth, and population abundance and diversity of client fishes in the absence of cleaner wrasse. Fishes grow more slowly and are less abundant and diverse on reefs without cleaner wrasse, both for larger species that are regularly cleaned and have high ectoparasite loads (""attractive species""), and for those smaller species that are rarely cleaned and are rarely infested with parasites (""unattractive species""). We therefore considered whether these previously observed declines in individual and population parameters on reefs without cleaners were related to increased ectoparasite infestation using an attractive species (Hemigymnus melapterus, Labridae) and an unattractive species (Pomacentrus amboinensis, Pomacentridae). Traps with these fish as a form of bait were deployed to sample blood-sucking gnathiid ectoparasites (Gnathiidae: Isopoda) on reefs from which cleaners (Labroides dimidiatus, Labridae) have been removed for 13 yr. Cleaner fish could not enter traps to access the clients/hosts, but gnathiids could enter the traps to infest hosts; thus, this method sampled the indirect effect of cleaners on gnathiid infestation of fish. Infestation was higher on reefs without cleaners than on those with them. The effect was only detected during the daytime when cleaners are active and only on the attractive species (H. melapterus). Thus, cleaner presence indirectly reduced fish exposure to parasites in a species that is highly susceptible to parasites, but not in one that is rarely infested with parasites. This suggests that cleaner presence indirectly reduces exposure of a common fish species to harmful parasites, which may explain some observed benefits in fishes at this location.","",Central Indo-Pacific,3,10.1007/s00338-017-1628-z,Field-based,"Univ Queensland, Sch Biol Sci, St Lucia, Qld 4072",Australia,Australia
133,Complete and rapid reversal of the body color pattern in juveniles of the convict surgeonfish Acanthurus triostegus at Moorea Island (French Polynesia),CORAL REEFS,2018,CORAL-REEF FISH; CAMOUFLAGE; METAMORPHOSIS; MECHANISMS; OCELLATUS; SELECTION,"Color polymorphism is widespread in animals and can be associated with temporary adjustments to environmental variables (phenotypic plasticity). In teleost fishes, one of the most remarkable examples of color plasticity is background adaptation in flatfishes. However, such rapid and complete changes in body color and pattern remain relatively unreported in other species. The convict surgeonfish Acanthurus triostegus is a gregarious species whose body color pattern consists of black vertical bars on a whitish body. Here, we describe an entirely reverse body color pattern (white vertical bars on a blackish body) that we observed in some A. triostegus juveniles in a nursery area at Moorea Island, French Polynesia. In aquaria, we determined that change from one color pattern to the other is rapid, reversible, and corresponds to phenotypic plasticity associated with aggressive behavior.","",Eastern Indo-Pacific,1,10.1007/s00338-017-1631-4,Field-based,"PSL Res Univ, EPHE, UPVD, CNRS,USR3278,CRIOBE, BP 1013, F-98729 Moorea, French Polynesi",France,French Polynesia
133,Complete and rapid reversal of the body color pattern in juveniles of the convict surgeonfish Acanthurus triostegus at Moorea Island (French Polynesia),CORAL REEFS,2018,CORAL-REEF FISH; CAMOUFLAGE; METAMORPHOSIS; MECHANISMS; OCELLATUS; SELECTION,"Color polymorphism is widespread in animals and can be associated with temporary adjustments to environmental variables (phenotypic plasticity). In teleost fishes, one of the most remarkable examples of color plasticity is background adaptation in flatfishes. However, such rapid and complete changes in body color and pattern remain relatively unreported in other species. The convict surgeonfish Acanthurus triostegus is a gregarious species whose body color pattern consists of black vertical bars on a whitish body. Here, we describe an entirely reverse body color pattern (white vertical bars on a blackish body) that we observed in some A. triostegus juveniles in a nursery area at Moorea Island, French Polynesia. In aquaria, we determined that change from one color pattern to the other is rapid, reversible, and corresponds to phenotypic plasticity associated with aggressive behavior.","",Eastern Indo-Pacific,1,10.1007/s00338-017-1631-4,Field-based,"UPMC, UMR7232, CNRS, OOB, 1 Ave Pierre Fabre, F-66650 Banyuls Sur Mer",France,French Polynesia
