"","ID","TI","SO","KW","AB","TC","DI","PY","AU","AO","IN","CO"
"303",1696,"Reversal of ocean acidification enhances net coral reef calcification","NATURE","MASSIVE PORITES; CARBONIC-ACID; GROWTH-RATES; SEAWATER; DISSOCIATION; MARINE; CHEMISTRY; CONSTANTS; DYNAMICS; ISLAND","Approximately one-quarter of the anthropogenic carbon dioxide released into the atmosphere each year is absorbed by the global oceans, causing measurable declines in surface ocean pH, carbonate ion concentration ([CO32-]), and saturation state of carbonate minerals (Omega)(1). This process, referred to as ocean acidification, represents a major threat to marine ecosystems, in particular marine calcifiers such as oysters, crabs, and corals. Laboratory and field studies(2,3) have shown that calcification rates of many organisms decrease with declining pH, [CO32-], and Omega. Coral reefs are widely regarded as one of the most vulnerable marine ecosystems to ocean acidification, in part because the very architecture of the ecosystem is reliant on carbonate-secreting organisms(4). Acidification-induced reductions in calcification are projected to shift coral reefs from a state of net accretion to one of net dissolution this century(5). While retrospective studies show large-scale declines in coral, and community, calcification over recent decades(6-12), determining the contribution of ocean acidification to these changes is difficult, if not impossible, owing to the confounding effects of other environmental factors such as temperature. Here we quantify the net calcification response of a coral reef flat to alkalinity enrichment, and show that, when ocean chemistry is restored closer to pre-industrial conditions, net community calcification increases. In providing results from the first seawater chemistry manipulation experiment of a natural coral reef community, we provide evidence that net community calcification is depressed compared with values expected for pre-industrial conditions, indicating that ocean acidification may already be impairing coral reef growth.",79,"10.1038/nature17155",2016,"Schneider, Kenneth",12,"Carnegie Inst Sci, Dept Global Ecol, Stanford","CA 94305 USA"
"304",1696,"Reversal of ocean acidification enhances net coral reef calcification","NATURE","MASSIVE PORITES; CARBONIC-ACID; GROWTH-RATES; SEAWATER; DISSOCIATION; MARINE; CHEMISTRY; CONSTANTS; DYNAMICS; ISLAND","Approximately one-quarter of the anthropogenic carbon dioxide released into the atmosphere each year is absorbed by the global oceans, causing measurable declines in surface ocean pH, carbonate ion concentration ([CO32-]), and saturation state of carbonate minerals (Omega)(1). This process, referred to as ocean acidification, represents a major threat to marine ecosystems, in particular marine calcifiers such as oysters, crabs, and corals. Laboratory and field studies(2,3) have shown that calcification rates of many organisms decrease with declining pH, [CO32-], and Omega. Coral reefs are widely regarded as one of the most vulnerable marine ecosystems to ocean acidification, in part because the very architecture of the ecosystem is reliant on carbonate-secreting organisms(4). Acidification-induced reductions in calcification are projected to shift coral reefs from a state of net accretion to one of net dissolution this century(5). While retrospective studies show large-scale declines in coral, and community, calcification over recent decades(6-12), determining the contribution of ocean acidification to these changes is difficult, if not impossible, owing to the confounding effects of other environmental factors such as temperature. Here we quantify the net calcification response of a coral reef flat to alkalinity enrichment, and show that, when ocean chemistry is restored closer to pre-industrial conditions, net community calcification increases. In providing results from the first seawater chemistry manipulation experiment of a natural coral reef community, we provide evidence that net community calcification is depressed compared with values expected for pre-industrial conditions, indicating that ocean acidification may already be impairing coral reef growth.",79,"10.1038/nature17155",2016,"Schneider, Kenneth",12,"Hebrew Univ Jerusalem, Robert H Smith Fac Agr Food & Environm, IL-76100 Rehovot","Israel"
"305",1696,"Reversal of ocean acidification enhances net coral reef calcification","NATURE","MASSIVE PORITES; CARBONIC-ACID; GROWTH-RATES; SEAWATER; DISSOCIATION; MARINE; CHEMISTRY; CONSTANTS; DYNAMICS; ISLAND","Approximately one-quarter of the anthropogenic carbon dioxide released into the atmosphere each year is absorbed by the global oceans, causing measurable declines in surface ocean pH, carbonate ion concentration ([CO32-]), and saturation state of carbonate minerals (Omega)(1). This process, referred to as ocean acidification, represents a major threat to marine ecosystems, in particular marine calcifiers such as oysters, crabs, and corals. Laboratory and field studies(2,3) have shown that calcification rates of many organisms decrease with declining pH, [CO32-], and Omega. Coral reefs are widely regarded as one of the most vulnerable marine ecosystems to ocean acidification, in part because the very architecture of the ecosystem is reliant on carbonate-secreting organisms(4). Acidification-induced reductions in calcification are projected to shift coral reefs from a state of net accretion to one of net dissolution this century(5). While retrospective studies show large-scale declines in coral, and community, calcification over recent decades(6-12), determining the contribution of ocean acidification to these changes is difficult, if not impossible, owing to the confounding effects of other environmental factors such as temperature. Here we quantify the net calcification response of a coral reef flat to alkalinity enrichment, and show that, when ocean chemistry is restored closer to pre-industrial conditions, net community calcification increases. In providing results from the first seawater chemistry manipulation experiment of a natural coral reef community, we provide evidence that net community calcification is depressed compared with values expected for pre-industrial conditions, indicating that ocean acidification may already be impairing coral reef growth.",79,"10.1038/nature17155",2016,"Sesbouee, Marine",13,"Carnegie Inst Sci, Dept Global Ecol, Stanford","CA 94305 USA"
"306",1696,"Reversal of ocean acidification enhances net coral reef calcification","NATURE","MASSIVE PORITES; CARBONIC-ACID; GROWTH-RATES; SEAWATER; DISSOCIATION; MARINE; CHEMISTRY; CONSTANTS; DYNAMICS; ISLAND","Approximately one-quarter of the anthropogenic carbon dioxide released into the atmosphere each year is absorbed by the global oceans, causing measurable declines in surface ocean pH, carbonate ion concentration ([CO32-]), and saturation state of carbonate minerals (Omega)(1). This process, referred to as ocean acidification, represents a major threat to marine ecosystems, in particular marine calcifiers such as oysters, crabs, and corals. Laboratory and field studies(2,3) have shown that calcification rates of many organisms decrease with declining pH, [CO32-], and Omega. Coral reefs are widely regarded as one of the most vulnerable marine ecosystems to ocean acidification, in part because the very architecture of the ecosystem is reliant on carbonate-secreting organisms(4). Acidification-induced reductions in calcification are projected to shift coral reefs from a state of net accretion to one of net dissolution this century(5). While retrospective studies show large-scale declines in coral, and community, calcification over recent decades(6-12), determining the contribution of ocean acidification to these changes is difficult, if not impossible, owing to the confounding effects of other environmental factors such as temperature. Here we quantify the net calcification response of a coral reef flat to alkalinity enrichment, and show that, when ocean chemistry is restored closer to pre-industrial conditions, net community calcification increases. In providing results from the first seawater chemistry manipulation experiment of a natural coral reef community, we provide evidence that net community calcification is depressed compared with values expected for pre-industrial conditions, indicating that ocean acidification may already be impairing coral reef growth.",79,"10.1038/nature17155",2016,"Shamberger, Kathryn",14,"Woods Hole Oceanog Inst, Woods Hole","MA 02543 USA"
"307",1696,"Reversal of ocean acidification enhances net coral reef calcification","NATURE","MASSIVE PORITES; CARBONIC-ACID; GROWTH-RATES; SEAWATER; DISSOCIATION; MARINE; CHEMISTRY; CONSTANTS; DYNAMICS; ISLAND","Approximately one-quarter of the anthropogenic carbon dioxide released into the atmosphere each year is absorbed by the global oceans, causing measurable declines in surface ocean pH, carbonate ion concentration ([CO32-]), and saturation state of carbonate minerals (Omega)(1). This process, referred to as ocean acidification, represents a major threat to marine ecosystems, in particular marine calcifiers such as oysters, crabs, and corals. Laboratory and field studies(2,3) have shown that calcification rates of many organisms decrease with declining pH, [CO32-], and Omega. Coral reefs are widely regarded as one of the most vulnerable marine ecosystems to ocean acidification, in part because the very architecture of the ecosystem is reliant on carbonate-secreting organisms(4). Acidification-induced reductions in calcification are projected to shift coral reefs from a state of net accretion to one of net dissolution this century(5). While retrospective studies show large-scale declines in coral, and community, calcification over recent decades(6-12), determining the contribution of ocean acidification to these changes is difficult, if not impossible, owing to the confounding effects of other environmental factors such as temperature. Here we quantify the net calcification response of a coral reef flat to alkalinity enrichment, and show that, when ocean chemistry is restored closer to pre-industrial conditions, net community calcification increases. In providing results from the first seawater chemistry manipulation experiment of a natural coral reef community, we provide evidence that net community calcification is depressed compared with values expected for pre-industrial conditions, indicating that ocean acidification may already be impairing coral reef growth.",79,"10.1038/nature17155",2016,"Shamberger, Kathryn",14,"Texas A&M Univ, College Stn","TX 77843 USA"
"308",1696,"Reversal of ocean acidification enhances net coral reef calcification","NATURE","MASSIVE PORITES; CARBONIC-ACID; GROWTH-RATES; SEAWATER; DISSOCIATION; MARINE; CHEMISTRY; CONSTANTS; DYNAMICS; ISLAND","Approximately one-quarter of the anthropogenic carbon dioxide released into the atmosphere each year is absorbed by the global oceans, causing measurable declines in surface ocean pH, carbonate ion concentration ([CO32-]), and saturation state of carbonate minerals (Omega)(1). This process, referred to as ocean acidification, represents a major threat to marine ecosystems, in particular marine calcifiers such as oysters, crabs, and corals. Laboratory and field studies(2,3) have shown that calcification rates of many organisms decrease with declining pH, [CO32-], and Omega. Coral reefs are widely regarded as one of the most vulnerable marine ecosystems to ocean acidification, in part because the very architecture of the ecosystem is reliant on carbonate-secreting organisms(4). Acidification-induced reductions in calcification are projected to shift coral reefs from a state of net accretion to one of net dissolution this century(5). While retrospective studies show large-scale declines in coral, and community, calcification over recent decades(6-12), determining the contribution of ocean acidification to these changes is difficult, if not impossible, owing to the confounding effects of other environmental factors such as temperature. Here we quantify the net calcification response of a coral reef flat to alkalinity enrichment, and show that, when ocean chemistry is restored closer to pre-industrial conditions, net community calcification increases. In providing results from the first seawater chemistry manipulation experiment of a natural coral reef community, we provide evidence that net community calcification is depressed compared with values expected for pre-industrial conditions, indicating that ocean acidification may already be impairing coral reef growth.",79,"10.1038/nature17155",2016,"Silverman, Jacob",15,"Inst Oceanog & Limnol Res, Haifa","Israel"
"309",1696,"Reversal of ocean acidification enhances net coral reef calcification","NATURE","MASSIVE PORITES; CARBONIC-ACID; GROWTH-RATES; SEAWATER; DISSOCIATION; MARINE; CHEMISTRY; CONSTANTS; DYNAMICS; ISLAND","Approximately one-quarter of the anthropogenic carbon dioxide released into the atmosphere each year is absorbed by the global oceans, causing measurable declines in surface ocean pH, carbonate ion concentration ([CO32-]), and saturation state of carbonate minerals (Omega)(1). This process, referred to as ocean acidification, represents a major threat to marine ecosystems, in particular marine calcifiers such as oysters, crabs, and corals. Laboratory and field studies(2,3) have shown that calcification rates of many organisms decrease with declining pH, [CO32-], and Omega. Coral reefs are widely regarded as one of the most vulnerable marine ecosystems to ocean acidification, in part because the very architecture of the ecosystem is reliant on carbonate-secreting organisms(4). Acidification-induced reductions in calcification are projected to shift coral reefs from a state of net accretion to one of net dissolution this century(5). While retrospective studies show large-scale declines in coral, and community, calcification over recent decades(6-12), determining the contribution of ocean acidification to these changes is difficult, if not impossible, owing to the confounding effects of other environmental factors such as temperature. Here we quantify the net calcification response of a coral reef flat to alkalinity enrichment, and show that, when ocean chemistry is restored closer to pre-industrial conditions, net community calcification increases. In providing results from the first seawater chemistry manipulation experiment of a natural coral reef community, we provide evidence that net community calcification is depressed compared with values expected for pre-industrial conditions, indicating that ocean acidification may already be impairing coral reef growth.",79,"10.1038/nature17155",2016,"Wolfe, Kennedy",16,"Univ Sydney, Sch Med Sci, Sydney, NSW 2006","Australia"
"310",1696,"Reversal of ocean acidification enhances net coral reef calcification","NATURE","MASSIVE PORITES; CARBONIC-ACID; GROWTH-RATES; SEAWATER; DISSOCIATION; MARINE; CHEMISTRY; CONSTANTS; DYNAMICS; ISLAND","Approximately one-quarter of the anthropogenic carbon dioxide released into the atmosphere each year is absorbed by the global oceans, causing measurable declines in surface ocean pH, carbonate ion concentration ([CO32-]), and saturation state of carbonate minerals (Omega)(1). This process, referred to as ocean acidification, represents a major threat to marine ecosystems, in particular marine calcifiers such as oysters, crabs, and corals. Laboratory and field studies(2,3) have shown that calcification rates of many organisms decrease with declining pH, [CO32-], and Omega. Coral reefs are widely regarded as one of the most vulnerable marine ecosystems to ocean acidification, in part because the very architecture of the ecosystem is reliant on carbonate-secreting organisms(4). Acidification-induced reductions in calcification are projected to shift coral reefs from a state of net accretion to one of net dissolution this century(5). While retrospective studies show large-scale declines in coral, and community, calcification over recent decades(6-12), determining the contribution of ocean acidification to these changes is difficult, if not impossible, owing to the confounding effects of other environmental factors such as temperature. Here we quantify the net calcification response of a coral reef flat to alkalinity enrichment, and show that, when ocean chemistry is restored closer to pre-industrial conditions, net community calcification increases. In providing results from the first seawater chemistry manipulation experiment of a natural coral reef community, we provide evidence that net community calcification is depressed compared with values expected for pre-industrial conditions, indicating that ocean acidification may already be impairing coral reef growth.",79,"10.1038/nature17155",2016,"Zhu, Kai",17,"Carnegie Inst Sci, Dept Global Ecol, Stanford","CA 94305 USA"
"311",1696,"Reversal of ocean acidification enhances net coral reef calcification","NATURE","MASSIVE PORITES; CARBONIC-ACID; GROWTH-RATES; SEAWATER; DISSOCIATION; MARINE; CHEMISTRY; CONSTANTS; DYNAMICS; ISLAND","Approximately one-quarter of the anthropogenic carbon dioxide released into the atmosphere each year is absorbed by the global oceans, causing measurable declines in surface ocean pH, carbonate ion concentration ([CO32-]), and saturation state of carbonate minerals (Omega)(1). This process, referred to as ocean acidification, represents a major threat to marine ecosystems, in particular marine calcifiers such as oysters, crabs, and corals. Laboratory and field studies(2,3) have shown that calcification rates of many organisms decrease with declining pH, [CO32-], and Omega. Coral reefs are widely regarded as one of the most vulnerable marine ecosystems to ocean acidification, in part because the very architecture of the ecosystem is reliant on carbonate-secreting organisms(4). Acidification-induced reductions in calcification are projected to shift coral reefs from a state of net accretion to one of net dissolution this century(5). While retrospective studies show large-scale declines in coral, and community, calcification over recent decades(6-12), determining the contribution of ocean acidification to these changes is difficult, if not impossible, owing to the confounding effects of other environmental factors such as temperature. Here we quantify the net calcification response of a coral reef flat to alkalinity enrichment, and show that, when ocean chemistry is restored closer to pre-industrial conditions, net community calcification increases. In providing results from the first seawater chemistry manipulation experiment of a natural coral reef community, we provide evidence that net community calcification is depressed compared with values expected for pre-industrial conditions, indicating that ocean acidification may already be impairing coral reef growth.",79,"10.1038/nature17155",2016,"Zhu, Kai",17,"Stanford Univ, Dept Biol, Stanford","CA 94305 USA"
"312",1696,"Reversal of ocean acidification enhances net coral reef calcification","NATURE","MASSIVE PORITES; CARBONIC-ACID; GROWTH-RATES; SEAWATER; DISSOCIATION; MARINE; CHEMISTRY; CONSTANTS; DYNAMICS; ISLAND","Approximately one-quarter of the anthropogenic carbon dioxide released into the atmosphere each year is absorbed by the global oceans, causing measurable declines in surface ocean pH, carbonate ion concentration ([CO32-]), and saturation state of carbonate minerals (Omega)(1). This process, referred to as ocean acidification, represents a major threat to marine ecosystems, in particular marine calcifiers such as oysters, crabs, and corals. Laboratory and field studies(2,3) have shown that calcification rates of many organisms decrease with declining pH, [CO32-], and Omega. Coral reefs are widely regarded as one of the most vulnerable marine ecosystems to ocean acidification, in part because the very architecture of the ecosystem is reliant on carbonate-secreting organisms(4). Acidification-induced reductions in calcification are projected to shift coral reefs from a state of net accretion to one of net dissolution this century(5). While retrospective studies show large-scale declines in coral, and community, calcification over recent decades(6-12), determining the contribution of ocean acidification to these changes is difficult, if not impossible, owing to the confounding effects of other environmental factors such as temperature. Here we quantify the net calcification response of a coral reef flat to alkalinity enrichment, and show that, when ocean chemistry is restored closer to pre-industrial conditions, net community calcification increases. In providing results from the first seawater chemistry manipulation experiment of a natural coral reef community, we provide evidence that net community calcification is depressed compared with values expected for pre-industrial conditions, indicating that ocean acidification may already be impairing coral reef growth.",79,"10.1038/nature17155",2016,"Zhu, Kai",17,"Rice Univ, Dept BioSci, Houston","TX 77005 USA"
"313",1696,"Reversal of ocean acidification enhances net coral reef calcification","NATURE","MASSIVE PORITES; CARBONIC-ACID; GROWTH-RATES; SEAWATER; DISSOCIATION; MARINE; CHEMISTRY; CONSTANTS; DYNAMICS; ISLAND","Approximately one-quarter of the anthropogenic carbon dioxide released into the atmosphere each year is absorbed by the global oceans, causing measurable declines in surface ocean pH, carbonate ion concentration ([CO32-]), and saturation state of carbonate minerals (Omega)(1). This process, referred to as ocean acidification, represents a major threat to marine ecosystems, in particular marine calcifiers such as oysters, crabs, and corals. Laboratory and field studies(2,3) have shown that calcification rates of many organisms decrease with declining pH, [CO32-], and Omega. Coral reefs are widely regarded as one of the most vulnerable marine ecosystems to ocean acidification, in part because the very architecture of the ecosystem is reliant on carbonate-secreting organisms(4). Acidification-induced reductions in calcification are projected to shift coral reefs from a state of net accretion to one of net dissolution this century(5). While retrospective studies show large-scale declines in coral, and community, calcification over recent decades(6-12), determining the contribution of ocean acidification to these changes is difficult, if not impossible, owing to the confounding effects of other environmental factors such as temperature. Here we quantify the net calcification response of a coral reef flat to alkalinity enrichment, and show that, when ocean chemistry is restored closer to pre-industrial conditions, net community calcification increases. In providing results from the first seawater chemistry manipulation experiment of a natural coral reef community, we provide evidence that net community calcification is depressed compared with values expected for pre-industrial conditions, indicating that ocean acidification may already be impairing coral reef growth.",79,"10.1038/nature17155",2016,"Caldeira, Ken",18,"Carnegie Inst Sci, Dept Global Ecol, Stanford","CA 94305 USA"
"314",1697,"Recovery potential of the world's coral reef fishes","NATURE","MARINE PROTECTED AREAS; UNDERWATER VISUAL CENSUS; OCEAN; RESILIENCE; BIOMASS; RATES; COMMUNITIES; FUTURE","Continuing degradation of coral reef ecosystems has generated substantial interest in how management can support reef resilience(1,2). Fishing is the primary source of diminished reef function globally(3-5), leading to widespread calls for additional marine reserves to recover fish biomass and restore key ecosystem functions(6). Yet there are no established baselines for determining when these conservation objectives have been met or whether alternative management strategies provide similar ecosystem benefits. Here we establish empirical conservation benchmarks and fish biomass recovery timelines against which coral reefs can be assessed and managed by studying the recovery potential of more than 800 coral reefs along an exploitation gradient. We show that resident reef fish biomass in the absence of fishing (B-0) averages similar to 1,000 kg ha(-1), and that the vast majority (83%) of fished reefs are missing more than half their expected biomass, with severe consequences for key ecosystem functions such as predation. Given protection from fishing, reef fish biomass has the potential to recover within 35 years on average and less than 60 years when heavily depleted. Notably, alternative fisheries restrictions are largely (64%) successful at maintaining biomass above 50% of B-0, sustaining key functions such as herbivory. Our results demonstrate that crucial ecosystem functions can be maintained through a range of fisheries restrictions, allowing coral reef managers to develop recovery plans that meet conservation and livelihood objectives in areas where marine reserves are not socially or politically feasible solutions.",106,"10.1038/nature14358",2015,"MacNeil, M. Aaron",1,"Australian Inst Marine Sci, Townsville, Qld 4810","Australia"
"315",1697,"Recovery potential of the world's coral reef fishes","NATURE","MARINE PROTECTED AREAS; UNDERWATER VISUAL CENSUS; OCEAN; RESILIENCE; BIOMASS; RATES; COMMUNITIES; FUTURE","Continuing degradation of coral reef ecosystems has generated substantial interest in how management can support reef resilience(1,2). Fishing is the primary source of diminished reef function globally(3-5), leading to widespread calls for additional marine reserves to recover fish biomass and restore key ecosystem functions(6). Yet there are no established baselines for determining when these conservation objectives have been met or whether alternative management strategies provide similar ecosystem benefits. Here we establish empirical conservation benchmarks and fish biomass recovery timelines against which coral reefs can be assessed and managed by studying the recovery potential of more than 800 coral reefs along an exploitation gradient. We show that resident reef fish biomass in the absence of fishing (B-0) averages similar to 1,000 kg ha(-1), and that the vast majority (83%) of fished reefs are missing more than half their expected biomass, with severe consequences for key ecosystem functions such as predation. Given protection from fishing, reef fish biomass has the potential to recover within 35 years on average and less than 60 years when heavily depleted. Notably, alternative fisheries restrictions are largely (64%) successful at maintaining biomass above 50% of B-0, sustaining key functions such as herbivory. Our results demonstrate that crucial ecosystem functions can be maintained through a range of fisheries restrictions, allowing coral reef managers to develop recovery plans that meet conservation and livelihood objectives in areas where marine reserves are not socially or politically feasible solutions.",106,"10.1038/nature14358",2015,"MacNeil, M. Aaron",1,"Dalhousie Univ, Dept Math & Stat, Halifax, NS B3H 3J5","Canada"
"316",1697,"Recovery potential of the world's coral reef fishes","NATURE","MARINE PROTECTED AREAS; UNDERWATER VISUAL CENSUS; OCEAN; RESILIENCE; BIOMASS; RATES; COMMUNITIES; FUTURE","Continuing degradation of coral reef ecosystems has generated substantial interest in how management can support reef resilience(1,2). Fishing is the primary source of diminished reef function globally(3-5), leading to widespread calls for additional marine reserves to recover fish biomass and restore key ecosystem functions(6). Yet there are no established baselines for determining when these conservation objectives have been met or whether alternative management strategies provide similar ecosystem benefits. Here we establish empirical conservation benchmarks and fish biomass recovery timelines against which coral reefs can be assessed and managed by studying the recovery potential of more than 800 coral reefs along an exploitation gradient. We show that resident reef fish biomass in the absence of fishing (B-0) averages similar to 1,000 kg ha(-1), and that the vast majority (83%) of fished reefs are missing more than half their expected biomass, with severe consequences for key ecosystem functions such as predation. Given protection from fishing, reef fish biomass has the potential to recover within 35 years on average and less than 60 years when heavily depleted. Notably, alternative fisheries restrictions are largely (64%) successful at maintaining biomass above 50% of B-0, sustaining key functions such as herbivory. Our results demonstrate that crucial ecosystem functions can be maintained through a range of fisheries restrictions, allowing coral reef managers to develop recovery plans that meet conservation and livelihood objectives in areas where marine reserves are not socially or politically feasible solutions.",106,"10.1038/nature14358",2015,"MacNeil, M. Aaron",1,"James Cook Univ, Australian Res Council, Ctr Excellence Coral Reef Studies, Townsville, Qld 4811","Australia"
"317",1697,"Recovery potential of the world's coral reef fishes","NATURE","MARINE PROTECTED AREAS; UNDERWATER VISUAL CENSUS; OCEAN; RESILIENCE; BIOMASS; RATES; COMMUNITIES; FUTURE","Continuing degradation of coral reef ecosystems has generated substantial interest in how management can support reef resilience(1,2). Fishing is the primary source of diminished reef function globally(3-5), leading to widespread calls for additional marine reserves to recover fish biomass and restore key ecosystem functions(6). Yet there are no established baselines for determining when these conservation objectives have been met or whether alternative management strategies provide similar ecosystem benefits. Here we establish empirical conservation benchmarks and fish biomass recovery timelines against which coral reefs can be assessed and managed by studying the recovery potential of more than 800 coral reefs along an exploitation gradient. We show that resident reef fish biomass in the absence of fishing (B-0) averages similar to 1,000 kg ha(-1), and that the vast majority (83%) of fished reefs are missing more than half their expected biomass, with severe consequences for key ecosystem functions such as predation. Given protection from fishing, reef fish biomass has the potential to recover within 35 years on average and less than 60 years when heavily depleted. Notably, alternative fisheries restrictions are largely (64%) successful at maintaining biomass above 50% of B-0, sustaining key functions such as herbivory. Our results demonstrate that crucial ecosystem functions can be maintained through a range of fisheries restrictions, allowing coral reef managers to develop recovery plans that meet conservation and livelihood objectives in areas where marine reserves are not socially or politically feasible solutions.",106,"10.1038/nature14358",2015,"Graham, Nicholas A. J.",2,"James Cook Univ, Australian Res Council, Ctr Excellence Coral Reef Studies, Townsville, Qld 4811","Australia"
"318",1697,"Recovery potential of the world's coral reef fishes","NATURE","MARINE PROTECTED AREAS; UNDERWATER VISUAL CENSUS; OCEAN; RESILIENCE; BIOMASS; RATES; COMMUNITIES; FUTURE","Continuing degradation of coral reef ecosystems has generated substantial interest in how management can support reef resilience(1,2). Fishing is the primary source of diminished reef function globally(3-5), leading to widespread calls for additional marine reserves to recover fish biomass and restore key ecosystem functions(6). Yet there are no established baselines for determining when these conservation objectives have been met or whether alternative management strategies provide similar ecosystem benefits. Here we establish empirical conservation benchmarks and fish biomass recovery timelines against which coral reefs can be assessed and managed by studying the recovery potential of more than 800 coral reefs along an exploitation gradient. We show that resident reef fish biomass in the absence of fishing (B-0) averages similar to 1,000 kg ha(-1), and that the vast majority (83%) of fished reefs are missing more than half their expected biomass, with severe consequences for key ecosystem functions such as predation. Given protection from fishing, reef fish biomass has the potential to recover within 35 years on average and less than 60 years when heavily depleted. Notably, alternative fisheries restrictions are largely (64%) successful at maintaining biomass above 50% of B-0, sustaining key functions such as herbivory. Our results demonstrate that crucial ecosystem functions can be maintained through a range of fisheries restrictions, allowing coral reef managers to develop recovery plans that meet conservation and livelihood objectives in areas where marine reserves are not socially or politically feasible solutions.",106,"10.1038/nature14358",2015,"Cinner, Joshua E.",3,"James Cook Univ, Australian Res Council, Ctr Excellence Coral Reef Studies, Townsville, Qld 4811","Australia"
"319",1697,"Recovery potential of the world's coral reef fishes","NATURE","MARINE PROTECTED AREAS; UNDERWATER VISUAL CENSUS; OCEAN; RESILIENCE; BIOMASS; RATES; COMMUNITIES; FUTURE","Continuing degradation of coral reef ecosystems has generated substantial interest in how management can support reef resilience(1,2). Fishing is the primary source of diminished reef function globally(3-5), leading to widespread calls for additional marine reserves to recover fish biomass and restore key ecosystem functions(6). Yet there are no established baselines for determining when these conservation objectives have been met or whether alternative management strategies provide similar ecosystem benefits. Here we establish empirical conservation benchmarks and fish biomass recovery timelines against which coral reefs can be assessed and managed by studying the recovery potential of more than 800 coral reefs along an exploitation gradient. We show that resident reef fish biomass in the absence of fishing (B-0) averages similar to 1,000 kg ha(-1), and that the vast majority (83%) of fished reefs are missing more than half their expected biomass, with severe consequences for key ecosystem functions such as predation. Given protection from fishing, reef fish biomass has the potential to recover within 35 years on average and less than 60 years when heavily depleted. Notably, alternative fisheries restrictions are largely (64%) successful at maintaining biomass above 50% of B-0, sustaining key functions such as herbivory. Our results demonstrate that crucial ecosystem functions can be maintained through a range of fisheries restrictions, allowing coral reef managers to develop recovery plans that meet conservation and livelihood objectives in areas where marine reserves are not socially or politically feasible solutions.",106,"10.1038/nature14358",2015,"Wilson, Shaun K.",4,"Dept Pk & Wildlife, Perth, WA 6151","Australia"
"320",1697,"Recovery potential of the world's coral reef fishes","NATURE","MARINE PROTECTED AREAS; UNDERWATER VISUAL CENSUS; OCEAN; RESILIENCE; BIOMASS; RATES; COMMUNITIES; FUTURE","Continuing degradation of coral reef ecosystems has generated substantial interest in how management can support reef resilience(1,2). Fishing is the primary source of diminished reef function globally(3-5), leading to widespread calls for additional marine reserves to recover fish biomass and restore key ecosystem functions(6). Yet there are no established baselines for determining when these conservation objectives have been met or whether alternative management strategies provide similar ecosystem benefits. Here we establish empirical conservation benchmarks and fish biomass recovery timelines against which coral reefs can be assessed and managed by studying the recovery potential of more than 800 coral reefs along an exploitation gradient. We show that resident reef fish biomass in the absence of fishing (B-0) averages similar to 1,000 kg ha(-1), and that the vast majority (83%) of fished reefs are missing more than half their expected biomass, with severe consequences for key ecosystem functions such as predation. Given protection from fishing, reef fish biomass has the potential to recover within 35 years on average and less than 60 years when heavily depleted. Notably, alternative fisheries restrictions are largely (64%) successful at maintaining biomass above 50% of B-0, sustaining key functions such as herbivory. Our results demonstrate that crucial ecosystem functions can be maintained through a range of fisheries restrictions, allowing coral reef managers to develop recovery plans that meet conservation and livelihood objectives in areas where marine reserves are not socially or politically feasible solutions.",106,"10.1038/nature14358",2015,"Wilson, Shaun K.",4,"Univ Western Australia, Oceans Inst, Crawley, WA 6009","Australia"
"321",1697,"Recovery potential of the world's coral reef fishes","NATURE","MARINE PROTECTED AREAS; UNDERWATER VISUAL CENSUS; OCEAN; RESILIENCE; BIOMASS; RATES; COMMUNITIES; FUTURE","Continuing degradation of coral reef ecosystems has generated substantial interest in how management can support reef resilience(1,2). Fishing is the primary source of diminished reef function globally(3-5), leading to widespread calls for additional marine reserves to recover fish biomass and restore key ecosystem functions(6). Yet there are no established baselines for determining when these conservation objectives have been met or whether alternative management strategies provide similar ecosystem benefits. Here we establish empirical conservation benchmarks and fish biomass recovery timelines against which coral reefs can be assessed and managed by studying the recovery potential of more than 800 coral reefs along an exploitation gradient. We show that resident reef fish biomass in the absence of fishing (B-0) averages similar to 1,000 kg ha(-1), and that the vast majority (83%) of fished reefs are missing more than half their expected biomass, with severe consequences for key ecosystem functions such as predation. Given protection from fishing, reef fish biomass has the potential to recover within 35 years on average and less than 60 years when heavily depleted. Notably, alternative fisheries restrictions are largely (64%) successful at maintaining biomass above 50% of B-0, sustaining key functions such as herbivory. Our results demonstrate that crucial ecosystem functions can be maintained through a range of fisheries restrictions, allowing coral reef managers to develop recovery plans that meet conservation and livelihood objectives in areas where marine reserves are not socially or politically feasible solutions.",106,"10.1038/nature14358",2015,"Williams, Ivor D.",5,"NOAA, Coral Reef Ecosyst Div, Pacific Isl Fisheries Sci Ctr, Honolulu","HI 96818 USA"
