ID,AU,TI,SO,KW,AB,AF,TC,DI,PY
750,"Lopez-Angarita, Juliana; Moreno-Sanchez, Rocio; Higinio Maldonado, Jorge; Sanchez, Juan A.",Evaluating Linked Social-Ecological Systems in Marine Protected Areas,CONSERVATION LETTERS,REGION-WIDE DECLINES; CORAL-REEFS; CLIMATE-CHANGE; CHANGING CLIMATE; RESILIENCE; MANAGEMENT; COMMUNITY; CONSERVATION; ECOSYSTEMS; STRATEGIES,"In view of current worldwide coral reef decline, and the shortcomings of traditional top-down management schemes of Marine Protected Areas (MPAs), decision makers and scientists face the important challenge of developing new approaches to generate effective conservation strategies. This study evaluates MPAs as linked social-ecological systems (SES) to inform better management by calculating indices for ecological health, social adaptive capacity, and the impact intensity of overfishing, pollution, and tourism. A series of ecological and socioeconomic indicators are used to estimate these indices and determine relevant conservation strategies in two protected areas in the Colombian Caribbean. Results reveal a precarious situation of high impact intensity combined with low ecological health and adaptive capacity. This study provides further evidence supporting the need for reconciliation of SES and a framework by which decision makers can assess priorities to increase MPA effectiveness. We highlight the need for system reorganization and recommend bottom-up comanagement schemes as a priority strategy to strengthen adaptive capacity.","[Lopez-Angarita, Juliana; Sanchez, Juan A.] Univ Los Andes, Fac Ciencias, Dept Ciencias Biol, Lab Biol Mol Marina BIOMMAR, Bogota, Colombia; [Lopez-Angarita, Juliana] Univ York, Dept Environm, York YO10 5DD, N Yorkshire, England; [Moreno-Sanchez, Rocio; Higinio Maldonado, Jorge] Conservat Strategy Fund, Sebastopol, CA USA; [Moreno-Sanchez, Rocio] Univ Los Andes, Fac Econ, CEDE, Bogota, Colombia",15,10.1111/conl.12063,2014
751,"Spalding, Mark D.; McIvor, Anna L.; Beck, Michael W.; Koch, Evamaria W.; Moeller, Iris; Reed, Denise J.; Rubinoff, Pamela; Spencer, Thomas; Tolhurst, Trevor J.; Wamsley, Ty V.; van Wesenbeeck, Bregje K.; Wolanski, Eric; Woodroffe, Colin D.",Coastal Ecosystems: A Critical Element of Risk Reduction,CONSERVATION LETTERS,CORAL-REEF; MANAGED REALIGNMENT; CLIMATE-CHANGE; PHASE-SHIFTS; SALT MARSHES; SERVICES; VEGETATION; ELEVATION; DISSIPATION; DEGRADATION,"The conservation of coastal ecosystems can provide considerable coastal protection benefits, but this role has not been sufficiently accounted for in coastal planning and engineering. Substantial evidence now exists showing how, and under what conditions, ecosystems can play a valuable function in wave and storm surge attenuation, erosion reduction, and in the longer term maintenance of the coastal profile. Both through their capacity for self repair and recovery, and through the often considerable cobenefits they provide, ecosystems can offer notable advantages over traditional engineering approaches in some settings. They can also be combined in hybrid engineering designs. We make 10 recommendations to encourage the utilization of existing knowledge and to improve the incorporation of ecosystems into policy, planning and funding for coastal hazard risk reduction.","[Spalding, Mark D.] Nature Conservancy, Global Marine Team, Cambridge CB2 1TN, England; [Spalding, Mark D.] Univ Cambridge, Dept Zool, Conservat Sci Grp, Cambridge CB2 1TN, England; [McIvor, Anna L.] Univ Cambridge, Dept Geog, Cambridge Coastal Res Unit, Cambridge CB2 1TN, England; [McIvor, Anna L.; Beck, Michael W.] Univ Cambridge, Nat Conservancy, Global Marine Team, Cambridge CB2 1TN, England; [Koch, Evamaria W.] Univ Maryland, Ctr Environm Sci, Horn Point Lab, Cambridge, MD 21613 USA; [Moeller, Iris] Univ Cambridge, Dept Geog, Cambridge Coastal Res Unit, Cambridge CB2 1TN, England; [Reed, Denise J.] Water Inst Gulf, Baton Rouge, LA 70825 USA; [Rubinoff, Pamela] Univ Rhode Isl, Coastal Resources Ctr, Narragansett, RI 02882 USA; [Spencer, Thomas] Univ Cambridge, Dept Geog, Cambridge Coastal Res Unit, Cambridge CB2 1TN, England; [Tolhurst, Trevor J.] Univ E Anglia, Sch Environm Sci, Norwich NR4 7TJ, Norfolk, England; [Wamsley, Ty V.] US Army Engineer Res & Dev Ctr, Coastal & Hydraul Lab, Vicksburg, MS 39180 USA; [van Wesenbeeck, Bregje K.] Unit Coastal & Marine Syst, Deltares, Netherlands; [Wolanski, Eric] James Cook Univ, Townsville, Qld 4811, Australia; [Woodroffe, Colin D.] Univ Wollongong, Sch Earth & Environm Sci, Wollongong, NSW 2522, Australia",56,10.1111/conl.12074,2014
752,"Pink, J. R.; Fulton, C. J.",Right tools for the task: intraspecific modality in the swimming behaviour of coral reef fishes,MARINE BIOLOGY,AQUATIC LOCOMOTION; STRIPED SURFPERCH; GAIT TRANSITION; LABRID FISHES; MANEUVERABILITY; PERFORMANCE; BODY; ENERGETICS; SPEED,"Understanding the movement patterns of fishes in the wild requires an awareness of the intrinsic and extrinsic factors underlying their behaviour. Using field observations, we explored whether eight species of coral reef fish display modality in their swimming behaviour, which is a convergence in fin use patterns among and within species when they conduct daily activities (e.g. feeding, travelling, chasing). While a range of different fins were used during steady swimming by each species, most fishes converged towards median-paired fin use (e.g. pelvics, pectorals) when undertaking searching and feeding. Conversely, all species adopted caudal fin use during high-speed activities such as chasing. Such modality in fin use was relatively conserved across juvenile and adult conspecifics and transcended differences in phylogenetic history and trophic preferences, suggesting that overarching constraints underpin patterns of fish swimming behaviour in complex habitats.","[Pink, J. R.; Fulton, C. J.] Australian Natl Univ, Res Sch Biol, ARC Ctr Excellence Coral Reef Studies, Canberra, ACT 0200, Australia",5,10.1007/s00227-014-2403-0,2014
753,"Rivest, Emily B.; Hofmann, Gretchen E.",Responses of the Metabolism of the Larvae of Pocillopora damicornis to Ocean Acidification and Warming,PLOS ONE,LIFE-HISTORY STAGES; CRAB HYAS-ARANEUS; ELEVATED-TEMPERATURE; CORAL-REEF; CLIMATE-CHANGE; SCLERACTINIAN CORALS; ENERGY-METABOLISM; MARINE ECOSYSTEMS; EMBRYONIC-DEVELOPMENT; OXYGEN-CONSUMPTION,"Ocean acidification and warming are expected to threaten the persistence of tropical coral reef ecosystems. As coral reefs face multiple stressors, the distribution and abundance of corals will depend on the successful dispersal and settlement of coral larvae under changing environmental conditions. To explore this scenario, we used metabolic rate, at holobiont and molecular levels, as an index for assessing the physiological plasticity of Pocillopora damicornis larvae from this site to conditions of ocean acidity and warming. Larvae were incubated for 6 hours in seawater containing combinations of CO2 concentration (450 and 950 mu atm) and temperature (28 and 30 degrees C). Rates of larval oxygen consumption were higher at elevated temperatures. In contrast, high CO2 levels elicited depressed metabolic rates, especially for larvae released later in the spawning period. Rates of citrate synthase, a rate-limiting enzyme in aerobic metabolism, suggested a biochemical limit for increasing oxidative capacity in coral larvae in a warming, acidifying ocean. Biological responses were also compared between larvae released from adult colonies on the same day (cohorts). The metabolic physiology of Pocillopora damicornis larvae varied significantly by day of release. Additionally, we used environmental data collected on a reef in Moorea, French Polynesia to provide information about what adult corals and larvae may currently experience in the field. An autonomous pH sensor provided a continuous time series of pH on the natal fringing reef. In February/March, 2011, pH values averaged 8.075 +/- 0.023. Our results suggest that without adaptation or acclimatization, only a portion of naive Pocillopora damicornis larvae may have suitable metabolic phenotypes for maintaining function and fitness in an end-of-the century ocean.","[Rivest, Emily B.; Hofmann, Gretchen E.] Univ Calif Santa Barbara, Dept Ecol Evolut & Marine Biol, Santa Barbara, CA 93106 USA",30,10.1371/journal.pone.0096172,2014
754,"Hamylton, Sarah","Will Coral Islands Maintain Their Growth over the Next Century? A Deterministic Model of Sediment Availability at Lady Elliot Island, Great Barrier Reef",PLOS ONE,CALCIUM-CARBONATE SATURATION; CO2 PARTIAL-PRESSURE; CALCIFICATION RATE; OCEAN ACIDIFICATION; INDIAN-OCEAN; COMMUNITY; TEMPERATURE; AUSTRALIA; FUTURE; METABOLISM,"A geomorphic assessment of reef system calcification is conducted for past (3200 Ka to present), present and future (2010-2100) time periods. Reef platform sediment production is estimated at 569 m(3) yr(-1) using rate laws that express gross community carbonate production as a function of seawater aragonite saturation, community composition and rugosity and incorporating estimates of carbonate removal from the reef system. Key carbonate producers including hard coral, crustose coralline algae and Halimeda are mapped accurately (mean R-2 = 0.81). Community net production estimates correspond closely to independent census-based estimates made in-situ (R-2 = 0.86). Reef-scale outputs are compared with historic rates of production generated from (i) radiocarbon evidence of island deposition initiation around 3200 years ago, and (ii) island volume calculated from a high resolution island digital elevation model. Contemporary carbonate production rates appear to be remarkably similar to historical values of 573 m(3) yr(-1). Anticipated future seawater chemistry parameters associated with an RCP8.5 emissions scenario are employed to model rates of net community calcification for the period 2000-2100 on the basis of an inorganic aragonite precipitation law, under the assumption of constant benthic community character. Simulations indicate that carbonate production will decrease linearly to a level of 118 m(3) yr(-1) by 2100 and that by 2150 aragonite saturation levels may no longer support the positive budgetary status necessary to sustain island accretion. Novel aspects of this assessment include the development of rate law parameters to realistically represent the variable composition of coral reef benthic carbonate producers, incorporation of three dimensional rugosity of the entire reef platform and the coupling of model outputs with both historical radiocarbon dating evidence and forward hydrochemical projections to conduct an assessment of island evolution through time. By combining several lines of evidence in a deterministic manner, an assessment of changes in carbonate production is carried out that has tangible geomorphic implications for sediment availability and associated island evolution.","Univ Wollongong, Sch Earth & Environm Sci, Wollongong, NSW, Australia",6,10.1371/journal.pone.0094067,2014
755,"Vianna, Gabriel M. S.; Meekan, Mark G.; Bornovski, Tova H.; Meeuwig, Jessica J.",Acoustic Telemetry Validates a Citizen Science Approach for Monitoring Sharks on Coral Reefs,PLOS ONE,UNDERWATER VISUAL-CENSUS; WHALE SHARKS; RATES; IDENTIFICATION; POPULATIONS; PERFORMANCE; AUSTRALIA; ABUNDANCE; PATTERNS; FISHERY,"Citizen science is promoted as a simple and cost-effective alternative to traditional approaches for the monitoring of populations of marine megafauna. However, the reliability of datasets collected by these initiatives often remains poorly quantified. We compared datasets of shark counts collected by professional dive guides with acoustic telemetry data from tagged sharks collected at the same coral reef sites over a period of five years. There was a strong correlation between the number of grey reef sharks (Carcharhinus amblyrhynchos) observed by dive guides and the telemetry data at both daily and monthly intervals, suggesting that variation in relative abundance of sharks was detectable in datasets collected by dive guides in a similar manner to data derived from telemetry at these time scales. There was no correlation between the number or mean depth of sharks recorded by telemetry and the presence of tourist divers, suggesting that the behaviour of sharks was not affected by the presence of divers during our study. Data recorded by dive guides showed that current strength and temperature were important drivers of the relative abundance of sharks at monitored sites. Our study validates the use of datasets of shark abundance collected by professional dive guides in frequently-visited dive sites in Palau, and supports the participation of experienced recreational divers as contributors to long-term monitoring programs of shark populations.","[Vianna, Gabriel M. S.; Meeuwig, Jessica J.] Univ Western Australia, Sch Anim Biol, Perth, WA 6009, Australia; [Vianna, Gabriel M. S.; Meeuwig, Jessica J.] Univ Western Australia, UWA Oceans Inst, Perth, WA 6009, Australia; [Vianna, Gabriel M. S.; Meekan, Mark G.] Australian Inst Marine Sci, Perth, WA, Australia; [Bornovski, Tova H.] Micronesian Shark Fdn, Koror, Palau",30,10.1371/journal.pone.0095565,2014
756,"Bellwood, D. R.; Goatley, C. H. R.; Brandl, S. J.; Bellwood, O.","Fifty million years of herbivory on coral reefs: fossils, fish and functional innovations",PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES,GREAT-BARRIER-REEF; EVOLUTIONARY HISTORY; MONTE-BOLCA; CTENOCHAETUS-STRIATUS; HABITAT USE; BIODIVERSITY; SHELF; PATTERNS; LABRIDAE; EOCENE,"The evolution of ecological processes on coral reefs was examined based on Eocene fossil fishes from Monte Bolca, Italy and extant species from the Great Barrier Reef, Australia. Using ecologically relevant morphological metrics, we investigated the evolution of herbivory in surgeonfishes (Acanthuridae) and rabbitfishes (Siganidae). Eocene and Recent surgeonfishes showed remarkable similarities, with grazers, browsers and even specialized, long-snouted forms having Eocene analogues. These long-snouted Eocene species were probably pair-forming, crevice-feeding forms like their Recent counterparts. Although Eocene surgeonfishes likely played a critical role as herbivores during the origins of modern coral reefs, they lacked the novel morphologies seen in modern Acanthurus and Siganus (including eyes positioned high above their low-set mouths). Today, these forms dominate coral reefs in both abundance and species richness and are associated with feeding on shallow, exposed algal turfs. The radiation of these new forms, and their expansion into new habitats in the Oligocene-Miocene, reflects the second phase in the development of fish herbivory on coral reefs that is closely associated with the exploitation of highly productive short algal turfs.","[Bellwood, D. R.; Goatley, C. H. R.; Brandl, S. J.; Bellwood, O.] James Cook Univ, Sch Marine & Trop Biol, Townsville, Qld 4811, Australia; [Bellwood, D. R.; Goatley, C. H. R.; Brandl, S. J.] James Cook Univ, Australian Res Council, Ctr Excellence Coral Reef Studies, Townsville, Qld 4811, Australia",39,10.1098/rspb.2013.3046,2014
757,"Postaire, Bautisse; Bruggemann, J. Henrich; Magalon, Helene; Faure, Baptiste",Evolutionary Dynamics in the Southwest Indian Ocean Marine Biodiversity Hotspot: A Perspective from the Rocky Shore Gastropod Genus Nerita,PLOS ONE,DETECTING TEMPORAL SHIFTS; CORAL-REEF FISHES; INDO-WEST PACIFIC; MOLECULAR PHYLOGENIES; HISTORICAL BIOGEOGRAPHY; CONSERVATION PRIORITIES; DIVERSIFICATION RATES; DISPERSAL; SPECIATION; PATTERNS,"The Southwest Indian Ocean (SWIO) is a striking marine biodiversity hotspot. Coral reefs in this region host a high proportion of endemics compared to total species richness and they are particularly threatened by human activities. The island archipelagos with their diverse marine habitats constitute a natural laboratory for studying diversification processes. Rocky shores in the SWIO region have remained understudied. This habitat presents a high diversity of molluscs, in particular gastropods. To explore the role of climatic and geological factors in lineage diversification within the genus Nerita, we constructed a new phylogeny with an associated chronogram from two mitochondrial genes [cytochrome oxidase subunit 1 and 16S rRNA], combining previously published and new data from eight species sampled throughout the region. All species from the SWIO originated less than 20 Ma ago, their closest extant relatives living in the Indo-Australian Archipelago (IAA). Furthermore, the SWIO clades within species with Indo-Pacific distribution ranges are quite recent, less than 5 Ma. These results suggest that the regional diversification of Nerita is closely linked to tectonic events in the SWIO region. The Reunion mantle plume head reached Earth's surface 67 Ma and has been stable and active since then, generating island archipelagos, some of which are partly below sea level today. Since the Miocene, sea-level fluctuations have intermittently created new rocky shore habitats. These represent ephemeral stepping-stones, which have likely facilitated repeated colonization by intertidal gastropods, like Nerita populations from the IAA, leading to allopatric speciation. This highlights the importance of taking into account past climatic and geological factors when studying diversification of highly dispersive tropical marine species. It also underlines the unique history of the marine biodiversity of the SWIO region.","[Postaire, Bautisse; Bruggemann, J. Henrich; Magalon, Helene; Faure, Baptiste] Univ Reunion, Lab ECOl MARine, CNRS, FRE3560,INEE, St Denis, Reunion, France; [Postaire, Bautisse; Bruggemann, J. Henrich; Magalon, Helene] Labex CORAIL, Perpignan, France; [Faure, Baptiste] Biotope, Serv Rech & Dev, Meze, France",6,10.1371/journal.pone.0095040,2014
758,"McClanahan, Timothy R.; Ateweberhan, Mebrahtu; Darling, Emily S.; Graham, Nicholas A. J.; Muthiga, Nyawira A.",Biogeography and Change among Regional Coral Communities across the Western Indian Ocean,PLOS ONE,MARINE PROTECTED AREAS; CLIMATE-CHANGE; REEF; DIVERSITY; CONSERVATION; DISTURBANCE; RESILIENCE; MORTALITY; RECOVERY; SUSCEPTIBILITY,"Coral reefs are biodiverse ecosystems structured by abiotic and biotic factors operating across many spatial scales. Regional-scale interactions between climate change, biogeography and fisheries management remain poorly understood. Here, we evaluated large-scale patterns of coral communities in the western Indian Ocean after a major coral bleaching event in 1998. We surveyed 291 coral reef sites in 11 countries and over 30 degrees of latitude between 2004 and 2011 to evaluate variations in coral communities post 1998 across gradients in latitude, mainland-island geography and fisheries management. We used linear mixed-effect hierarchical models to assess total coral cover, the abundance of four major coral families (acroporids, faviids, pocilloporids and poritiids), coral genus richness and diversity, and the bleaching susceptibility of the coral communities. We found strong latitudinal and geographic gradients in coral community structure and composition that supports the presence of a high coral cover and diversity area that harbours temperature-sensitive taxa in the northern Mozambique Channel between Tanzania, northern Mozambique and northern Madagascar. Coral communities in the more northern latitudes of Kenya, Seychelles and the Maldives were generally composed of fewer bleaching-tolerant coral taxa and with reduced richness and diversity. There was also evidence for continued declines in the abundance of temperature-sensitive taxa and community change after 2004. While there are limitations of our regional dataset in terms of spatial and temporal replication, these patterns suggest that large-scale interactions between biogeographic factors and strong temperature anomalies influence coral communities while smaller-scale factors, such as the effect of fisheries closures, were weak. The northern Mozambique Channel, while not immune to temperature disturbances, shows continued signs of resistance to climate disturbances and remains a priority for future regional conservation and management actions.","[McClanahan, Timothy R.; Ateweberhan, Mebrahtu; Muthiga, Nyawira A.] Wildlife Conservat Soc, Marine Programs, Bronx, NY USA; [Ateweberhan, Mebrahtu] Univ Warwick, Coventry CV4 7AL, W Midlands, England; [Darling, Emily S.] Simon Fraser Univ, Dept Biol Sci, Earth Ocean Res Grp, Burnaby, BC V5A 1S6, Canada; [Graham, Nicholas A. J.] James Cook Univ, ARC Ctr Excellence Coral Reef Studies, Townsville, Qld 4811, Australia",29,10.1371/journal.pone.0093385,2014
759,"Gabay, Yasmin; Fine, Maoz; Barkay, Zahava; Benayahu, Yehuda",Octocoral Tissue Provides Protection from Declining Oceanic pH,PLOS ONE,HIGH-CO2 WORLD; ACIDIFICATION; CORAL; CALCIFICATION; RESPONSES,"Increase in anthropogenic pCO(2) alters seawater chemistry and could lead to reduced calcification or skeleton dissolution of calcifiers and thereby weaken coral-reef structure. Studies have suggested that the complex and diverse responses in stony coral growth and calcification, as a result of elevated pCO(2), can be explained by the extent to which their soft tissues cover the underlying skeleton. This study compared the effects of decreased pH on the microstructural features of both in hospite (within the colony) and isolated sclerites (in the absence of tissue protection) of the zooxanthellate reef-dwelling octocoral Ovabunda macrospiculata. Colonies and isolated sclerites were maintained under normal (8.2) and reduced (7.6 and 7.3) pH conditions for up to 42 days. Both in hospite and isolated sclerites were then examined under SEM and ESEM microscopy in order to detect any microstructural changes. No differences were found in the microstructure of the in hospite sclerites between the control and the pH treatments. In stark contrast, the isolated sclerites revealed dissolution damage related to the acidity of the water. These findings suggest a protective role of the octocoral tissue against adverse pH conditions, thus maintaining them unharmed at high pCO(2). In light of the competition for space with the less resilient reef calcifiers, octocorals may thus have a significant advantage under greater than normal acidic conditions.","[Gabay, Yasmin; Barkay, Zahava; Benayahu, Yehuda] Tel Aviv Univ, Dept Zool, IL-69978 Tel Aviv, Israel; [Gabay, Yasmin; Fine, Maoz] Interuniv Inst Marine Sci, Elat, Israel; [Fine, Maoz] Bar Ilan Univ, Mina & Everard Goodman Fac Life Sci, Ramat Gan, Israel",14,10.1371/journal.pone.0091553,2014
760,"Cote, Isabelle M.; Darling, Emily S.; Malpica-Cruz, Luis; Smith, Nicola S.; Green, Stephanie J.; Curtis-Quick, Jocelyn; Layman, Craig",What Doesn't Kill You Makes You Wary? Effect of Repeated Culling on the Behaviour of an Invasive Predator,PLOS ONE,FLIGHT INITIATION DISTANCE; INDO-PACIFIC LIONFISH; CORAL-REEFS; FISH; COMMUNITIES; COMPLEXITY; TRAITS; SIZE,"As a result of being hunted, animals often alter their behaviour in ways that make future encounters with predators less likely. When hunting is carried out for conservation, for example to control invasive species, these behavioural changes can inadvertently impede the success of future efforts. We examined the effects of repeated culling by spearing on the behaviour of invasive predatory lionfish (Pterois volitans/miles) on Bahamian coral reef patches. We compared the extent of concealment and activity levels of lionfish at dawn and midday on 16 coral reef patches off Eleuthera, The Bahamas. Eight of the patches had been subjected to regular daytime removals of lionfish by spearing for two years. We also estimated the distance at which lionfish became alert to slowly approaching divers on culled and unculled reef patches. Lionfish on culled reefs were less active and hid deeper within the reef during the day than lionfish on patches where no culling had occurred. There were no differences at dawn when removals do not take place. Lionfish on culled reefs also adopted an alert posture at a greater distance from divers than lionfish on unculled reefs. More crepuscular activity likely leads to greater encounter rates by lionfish with more native fish species because the abundance of reef fish outside of shelters typically peaks at dawn and dusk. Hiding deeper within the reef could also make remaining lionfish less likely to be encountered and more difficult to catch by spearfishers during culling efforts. Shifts in the behaviour of hunted invasive animals might be common and they have implications both for the impact of invasive species and for the design and success of invasive control programs.","[Cote, Isabelle M.; Darling, Emily S.; Malpica-Cruz, Luis; Smith, Nicola S.; Green, Stephanie J.] Simon Fraser Univ, Dept Biol Sci, Earth Oceans Res Grp, Burnaby, BC V5A 1S6, Canada; [Smith, Nicola S.] Marine Resources & Local Govt, Dept Marine Resources, Minist Agr, Nassau, Bahamas; [Curtis-Quick, Jocelyn] Cape Eleuthera Inst, Rock Sound, Eleuthera, Bahamas; [Layman, Craig] N Carolina State Univ, Dept Appl Ecol, Raleigh, NC 27695 USA",31,10.1371/journal.pone.0094248,2014
761,"Coverdale, Tyler C.; Brisson, Caitlin P.; Young, Eric W.; Yin, Stephanie F.; Donnelly, Jeffrey P.; Bertness, Mark D.",Indirect Human Impacts Reverse Centuries of Carbon Sequestration and Salt Marsh Accretion,PLOS ONE,GLOBAL CLIMATE-CHANGE; SEA-LEVEL RISE; DIE-OFF; CORAL-REEF; TROPHIC CASCADES; ECOSYSTEMS; DEGRADATION; DISTURBANCE; RESILIENCE; FLUX,"Direct and indirect human impacts on coastal ecosystems have increased over the last several centuries, leading to unprecedented degradation of coastal habitats and loss of ecological services. Here we document a two-century temporal disparity between salt marsh accretion and subsequent loss to indirect human impacts. Field surveys, manipulative experiments and GIS analyses reveal that crab burrowing weakens the marsh peat base and facilitates further burrowing, leading to bank calving, disruption of marsh accretion, and a loss of over two centuries of sequestered carbon from the marsh edge in only three decades. Analogous temporal disparities exist in other systems and are a largely unrecognized obstacle in attaining sustainable ecosystem services in an increasingly human impacted world. In light of the growing threat of indirect impacts worldwide and despite uncertainties in the fate of lost carbon, we suggest that estimates of carbon emissions based only on direct human impacts may significantly underestimate total anthropogenic carbon emissions.","[Coverdale, Tyler C.; Brisson, Caitlin P.; Young, Eric W.; Yin, Stephanie F.; Bertness, Mark D.] Brown Univ, Dept Ecol & Evolutionary Biol, Providence, RI 02912 USA; [Donnelly, Jeffrey P.] Woods Hole Oceanog Inst, Woods Hole, MA 02543 USA",25,10.1371/journal.pone.0093296,2014
762,"Kelmo, Francisco; Bell, James J.; Moraes, Simone Souza; Tourinho Gomes, Rilza da Costa; Mariano-Neto, Eduardo; Attrill, Martin J.",Differential Responses of Emergent Intertidal Coral Reef Fauna to a Large-Scale El-Nino Southern Oscillation Event: Sponge and Coral Resilience,PLOS ONE,NORTHERN BAHIA; ELEVATED-TEMPERATURE; CNIDARIAN COMMUNITY; CLIMATE-CHANGE; BRAZIL; ASCIDIANS; PATTERNS; MORTALITY,"There is a paucity of information on the impacts of the 1997-8 El Nino event and subsequent climatic episodes on emergent intertidal coral reef assemblages. Given the environmental variability intertidal reefs experience, such reefs may potentially be more resilient to climatic events and provide important insights into the adaptation of reef fauna to future ocean warming. Here we report the results of a 17-year (1995-2011) biodiversity survey of four emergent coral reef ecosystems in Bahia, Brazil, to assess the impact of a major El Nino event on the reef fauna, and determine any subsequent recovery. The densities of two species of coral, Favia gravida and Siderastrea stellata, did not vary significantly across the survey period, indicating a high degree of tolerance to the El Nino associated stress. However, there were marked decreases in the diversity of other taxa. Molluscs, bryozoans and ascidians suffered severe declines in diversity and abundance and had not recovered to pre-El Nino levels by the end of the study. Echinoderms were reduced to a single species in 1999, Echinometra lucunter, although diversity levels had recovered by 2002. Sponge assemblages were not impacted by the 1997-8 event and their densities had increased by the study end. Multivariate analysis indicated that a stable invertebrate community had re-established on the reefs after the El Nino event, but it has a different overall composition to the pre-El Nino community. It is unclear if community recovery will continue given more time, but our study highlights that any increase in the frequency of large-scale climatic events to more than one a decade is likely to result in a persistent lower-diversity state. Our results also suggest some coral and sponge species are particularly resilient to the El Nino-associated stress and therefore represent suitable models to investigate temperature adaptation in reef organisms.","[Kelmo, Francisco; Mariano-Neto, Eduardo] Univ Fed Bahia, Inst Biol, Salvador, BA, Brazil; [Bell, James J.] Victoria Univ Wellington, Sch Biol Sci, Wellington, New Zealand; [Moraes, Simone Souza] Univ Fed Bahia, Inst Geociencias, Salvador, BA, Brazil; [Tourinho Gomes, Rilza da Costa] Fundacao Visconde Cairu, Curso Posgrad Desenvolvimento Humano & Responsabi, Salvador, BA, Brazil; [Attrill, Martin J.] Univ Plymouth, Drake Circus, Inst Marine, Plymouth PL4 8AA, Devon, England",5,10.1371/journal.pone.0093209,2014
763,"Bonnet, Xavier; Brischoux, Francois; Bonnet, Christophe; Plichon, Patrice; Fauvel, Thomas",Coastal Nurseries and Their Importance for Conservation of Sea Kraits,PLOS ONE,CALEDONIAN LAGOON; LATICAUDA SPP.; CORAL-REEFS; SNAKES; DECLINE; POPULATIONS; SERPENTES; MORTALITY; ELAPIDAE; REPTILES,"Destruction and pollution of coral reefs threaten these marine biodiversity hot stops which shelter more than two thirds of sea snake species. Notably, in many coral reef ecosystems of the Western Pacific Ocean, large populations of sea kraits (amphibious sea snakes) have drastically declined during the past three decades. Protecting remaining healthy populations is thus essential. In New Caledonia, coral reefs shelter numerous sea krait colonies spread throughout an immense lagoon (24,000 km(2)). Sea kraits feed on coral fish but lay their eggs on land. However, ecological information on reproduction and juveniles is extremely fragmentary, precluding protection of key habitats for reproduction. Our 10 years mark recapture study on Yellow sea kraits (L. saintgironsi >8,700 individuals marked) revealed that most neonates aggregate in highly localized coastal sites, where they feed and grow during several months before dispersal. Hundreds of females emigrate seasonally from remote populations (>50 km away) to lay their eggs in these coastal nurseries, and then return home. Protecting these nurseries is a priority to maintain recruitment rate, and to retain sea krait populations in the future.","[Bonnet, Xavier; Brischoux, Francois; Fauvel, Thomas] CNRS, Ctr Etud Biol Chize, Unite Mixte Rech 7372, Villiers En Bois, France; [Bonnet, Xavier; Brischoux, Francois; Fauvel, Thomas] Univ La Rochelle, Villiers En Bois, France; [Bonnet, Christophe] Ctr Hosp Terr Gaston Bourret, Noumea, New Caledonia; [Plichon, Patrice] Direct Environm, Noumea, Province Sud, New Caledonia; [Fauvel, Thomas] Univ Paris 06, Paris, France",7,10.1371/journal.pone.0090246,2014
764,"Lindfield, Steven J.; McIlwain, Jennifer L.; Harvey, Euan S.",Depth Refuge and the Impacts of SCUBA Spearfishing on Coral Reef Fishes,PLOS ONE,MARINE PROTECTED AREAS; COMMUNITY STRUCTURE; STEREO-VIDEO; PACIFIC ISLANDS; MANAGEMENT; MICRONESIA; CONNECTIVITY; BIOMASS; PARROTFISHES; POPULATION,"In recent decades, spearfishing with SCUBA has emerged as an efficient method for targeting reef fish in deeper waters. However, deeper waters are increasingly recognised as a potential source of refuge that may help sustain fishery resources. We used a combination of historical catch data over a 20-year time period and fishery-independent surveys to investigate the effects of SCUBA spearfishing on coral reef fish populations in the southern Mariana Islands. Two jurisdictions were studied; Guam, where SCUBA spearfishing is practiced, and the nearby Commonwealth of Northern Mariana Islands (CNMI), where SCUBA spearfishing has been banned since 2003. Fishery-independent data were collected using baited remote underwater stereo-video systems (stereo-BRUVs) stratified by depth, marine protected area status and jurisdiction. Herbivores (primary consumers) dominated spearfishing catches, with parrotfish (scarines) and surgeonfish/unicornfish (acanthurids) the main groups harvested. However, the large, endangered humphead wrasse (Cheilinus undulatus) was the main species by weight landed by SCUBA spearfishers. SCUBA spearfishing was associated with declining size of scarines over time and catches shifting from a dominance of large parrotfishes to a mixed assemblage with increasing proportions of acanthurids. Comparisons between Guam and the nearby CNMI revealed differences in the assemblage of fished species and also greater size of scarines and acanthurids in deep water where SCUBA fishing is banned. These results suggest that SCUBA spearfishing impacts reef fish populations and that the restriction of this fishing method will ensure refuge for fish populations in deeper waters. We recommend a ban on SCUBA spearfishing to preserve or aid the recovery of large, functionally important coral reef species and to improve the sustainability of coral reef fisheries.","[Lindfield, Steven J.] Univ Western Australia, Fac Nat & Agr Sci, UWA Oceans Inst, Crawley, WA, Australia; [Lindfield, Steven J.] Univ Western Australia, Fac Nat & Agr Sci, Sch Plant Biol, Crawley, WA, Australia; [McIlwain, Jennifer L.; Harvey, Euan S.] Curtin Univ, Dept Environm & Agr, Bentley, WA, Australia",43,10.1371/journal.pone.0092628,2014
