ID,AU,TI,SO,KW,AB,AF,TC,DI,PY
1697,"MacNeil, M. Aaron; Graham, Nicholas A. J.; Cinner, Joshua E.; Wilson, Shaun K.; Williams, Ivor D.; Maina, Joseph; Newman, Steven; Friedlander, Alan M.; Jupiter, Stacy; Polunin, Nicholas V. C.; McClanahan, Tim R.",Recovery potential of the world's coral reef fishes,NATURE,MARINE PROTECTED AREAS; UNDERWATER VISUAL CENSUS; OCEAN; RESILIENCE; BIOMASS; RATES; COMMUNITIES; FUTURE,"Continuing degradation of coral reef ecosystems has generated substantial interest in how management can support reef resilience(1,2). Fishing is the primary source of diminished reef function globally(3-5), leading to widespread calls for additional marine reserves to recover fish biomass and restore key ecosystem functions(6). Yet there are no established baselines for determining when these conservation objectives have been met or whether alternative management strategies provide similar ecosystem benefits. Here we establish empirical conservation benchmarks and fish biomass recovery timelines against which coral reefs can be assessed and managed by studying the recovery potential of more than 800 coral reefs along an exploitation gradient. We show that resident reef fish biomass in the absence of fishing (B-0) averages similar to 1,000 kg ha(-1), and that the vast majority (83%) of fished reefs are missing more than half their expected biomass, with severe consequences for key ecosystem functions such as predation. Given protection from fishing, reef fish biomass has the potential to recover within 35 years on average and less than 60 years when heavily depleted. Notably, alternative fisheries restrictions are largely (64%) successful at maintaining biomass above 50% of B-0, sustaining key functions such as herbivory. Our results demonstrate that crucial ecosystem functions can be maintained through a range of fisheries restrictions, allowing coral reef managers to develop recovery plans that meet conservation and livelihood objectives in areas where marine reserves are not socially or politically feasible solutions.","[MacNeil, M. Aaron] Australian Inst Marine Sci, Townsville, Qld 4810, Australia; [MacNeil, M. Aaron] Dalhousie Univ, Dept Math & Stat, Halifax, NS B3H 3J5, Canada; [MacNeil, M. Aaron; Graham, Nicholas A. J.; Cinner, Joshua E.] James Cook Univ, Australian Res Council, Ctr Excellence Coral Reef Studies, Townsville, Qld 4811, Australia; [Wilson, Shaun K.] Dept Pk & Wildlife, Perth, WA 6151, Australia; [Wilson, Shaun K.] Univ Western Australia, Oceans Inst, Crawley, WA 6009, Australia; [Williams, Ivor D.] NOAA, Coral Reef Ecosyst Div, Pacific Isl Fisheries Sci Ctr, Honolulu, HI 96818 USA; [Maina, Joseph] Univ Queensland, Australian Res Council, CEED, St Lucia, Qld 4074, Australia; [Maina, Joseph; Jupiter, Stacy; McClanahan, Tim R.] Wildlife Conservat Soc, Marine Programs, Bronx, NY 10460 USA; [Newman, Steven; Polunin, Nicholas V. C.] Newcastle Univ, Sch Marine Sci & Technol, Newcastle Upon Tyne NE1 7RU, Tyne & Wear, England; [Friedlander, Alan M.] Univ Hawaii, Dept Biol, Fisheries Ecol Res Lab, Honolulu, HI 96822 USA; [Friedlander, Alan M.] Pristine Seas Natl Geog, Washington, DC 20036 USA",106,10.1038/nature14358,2015
1698,"Pandolfi, John M.",Deep and complex ways to survive bleaching,NATURE,CORAL-REEF; CLIMATE-CHANGE,,"[Pandolfi, John M.] Univ Queensland, Sch Biol Sci, Brisbane, Qld 4072, Australia; [Pandolfi, John M.] Univ Queensland, Australian Res Council, Ctr Excellence Coral Reef Studies, Brisbane, Qld 4072, Australia",2,10.1038/nature14196,2015
1699,"Pellissier, Loic; Leprieur, Fabien; Parravicini, Valeriano; Cowman, Peter F.; Kulbicki, Michel; Litsios, Glenn; Olsen, Steffen M.; Wisz, Mary S.; Bellwood, David R.; Mouillot, David",Quaternary coral reef refugia preserved fish diversity,SCIENCE,MARINE BIODIVERSITY; SPECIES RICHNESS; GLOBAL PATTERNS; ASSEMBLY RULES; ABUNDANCE; GRADIENT; HOTSPOTS; MUSEUMS; CRADLES; AREAS,"The most prominent pattern in global marine biogeography is the biodiversity peak in the Indo-Australian Archipelago. Yet the processes that underpin this pattern are still actively debated. By reconstructing global marine paleoenvironments over the past 3 million years on the basis of sediment cores, we assessed the extent to which Quaternary climate fluctuations can explain global variation in current reef fish richness. Comparing global historical coral reef habitat availability with the present-day distribution of 6316 reef fish species, we find that distance from stable coral reef habitats during historical periods of habitat loss explains 62% of the variation in fish richness, outweighing present-day environmental factors. Our results highlight the importance of habitat persistence during periods of climate change for preserving marine biodiversity.","[Pellissier, Loic] Univ Fribourg, Dept Biol, CH-1700 Fribourg, Switzerland; [Pellissier, Loic; Wisz, Mary S.] Aarhus Univ, Dept Biosci, DK-8000 Aarhus C, Denmark; [Leprieur, Fabien; Mouillot, David] UM1, UM2, Inst Francais Rech Exploitat Mer, IRD,CNRS,Lab Ecol Syst Marins Cotiers UMR 5119,Cc, Pl E Bataillon, FR-34095 Montpellier 5, France; [Parravicini, Valeriano; Kulbicki, Michel] IRD, UR CoReUs 227, LABEX Lab Excellence Corail, Lab Arago, FR-66651 Banyuls Sur Mer, France; [Parravicini, Valeriano] FRB, CESAB Ctr Synth & Anal Biodiversite, FR-13857 Aix En Provence 3, France; [Cowman, Peter F.] Australian Natl Univ, Res Sch Biol, Ctr Macroevolut & Macroecol, Canberra, ACT 0200, Australia; [Litsios, Glenn] Univ Lausanne, Dept Ecol & Evolut, CH-1015 Lausanne, Switzerland; [Litsios, Glenn] Swiss Inst Bioinformat, CH-1015 Lausanne, Switzerland; [Olsen, Steffen M.] Danish Meteorol Inst, Ctr Ocean & Ice, DK-2100 Copenhagen, Denmark; [Wisz, Mary S.] DHI Water & Environm, Dept Ecol & Environm, DK-2970 Horsholm, Denmark; [Bellwood, David R.; Mouillot, David] James Cook Univ, Australian Res Council, Ctr Excellence Coral Reef Studies, Townsville, Qld 4811, Australia; [Bellwood, David R.; Mouillot, David] James Cook Univ, Sch Marine & Trop Biol, Townsville, Qld 4811, Australia",80,10.1126/science.1249853,2014
1700,"Palumbi, Stephen R.; Barshis, Daniel J.; Traylor-Knowles, Nikki; Bay, Rachael A.",Mechanisms of reef coral resistance to future climate change,SCIENCE,PORITES-LOBATA; PACIFIC REEF; RESILIENCE; IMPACTS; COMPLEXES; RESPONSES; GROWTH,"Reef corals are highly sensitive to heat, yet populations resistant to climate change have recently been identified. To determine the mechanisms of temperature tolerance, we reciprocally transplanted corals between reef sites experiencing distinct temperature regimes and tested subsequent physiological and gene expression profiles. Local acclimatization and fixed effects, such as adaptation, contributed about equally to heat tolerance and are reflected in patterns of gene expression. In less than 2 years, acclimatization achieves the same heat tolerance that we would expect from strong natural selection over many generations for these long-lived organisms. Our results show both short-term acclimatory and longer-term adaptive acquisition of climate resistance. Adding these adaptive abilities to ecosystem models is likely to slow predictions of demise for coral reef ecosystems.","[Palumbi, Stephen R.; Barshis, Daniel J.; Traylor-Knowles, Nikki; Bay, Rachael A.] Stanford Univ, Dept Biol, Hopkins Marine Stn, Pacific Grove, CA 93950 USA",229,10.1126/science.1251336,2014
1701,"Dornelas, Maria; Gotelli, Nicholas J.; McGill, Brian; Shimadzu, Hideyasu; Moyes, Faye; Sievers, Caya; Magurran, Anne E.",Assemblage Time Series Reveal Biodiversity Change but Not Systematic Loss,SCIENCE,LIVING PLANET INDEX; CORAL-REEF; SCALE; ECOSYSTEMS; DIVERSITY; FUTURES; WORLD,"The extent to which biodiversity change in local assemblages contributes to global biodiversity loss is poorly understood. We analyzed 100 time series from biomes across Earth to ask how diversity within assemblages is changing through time. We quantified patterns of temporal alpha diversity, measured as change in local diversity, and temporal beta diversity, measured as change in community composition. Contrary to our expectations, we did not detect systematic loss of alpha diversity. However, community composition changed systematically through time, in excess of predictions from null models. Heterogeneous rates of environmental change, species range shifts associated with climate change, and biotic homogenization may explain the different patterns of temporal alpha and beta diversity. Monitoring and understanding change in species composition should be a conservation priority.","[Dornelas, Maria; Shimadzu, Hideyasu; Moyes, Faye; Sievers, Caya; Magurran, Anne E.] Univ St Andrews, Ctr Biol Divers, St Andrews KY16 9TH, Fife, Scotland; [Dornelas, Maria; Shimadzu, Hideyasu; Moyes, Faye; Sievers, Caya; Magurran, Anne E.] Univ St Andrews, Scottish Oceans Inst, Sch Biol, St Andrews KY16 9TH, Fife, Scotland; [Gotelli, Nicholas J.] Univ Vermont, Dept Biol, Burlington, VT 05405 USA; [McGill, Brian] Univ Maine, Sch Biol & Ecol, Sustainabil Solut Initiat, Orono, ME 04469 USA; [Shimadzu, Hideyasu] Keio Univ, Dept Math, Yokohama, Kanagawa 2238522, Japan",312,10.1126/science.1248484,2014
1702,"Polidoro, Beth; Carpenter, Kent",Dynamics of Coral Reef Recovery,SCIENCE,CLIMATE-CHANGE; OCEAN ACIDIFICATION; CONNECTIVITY; POPULATIONS; RESILIENCE; IMPACTS,,"[Polidoro, Beth; Carpenter, Kent] IUCN Species Survival Commiss, Gland, Switzerland; [Polidoro, Beth; Carpenter, Kent] IUCN Species Survival Commiss, Cambridge, England; [Polidoro, Beth] Arizona State Univ, New Coll Interdisciplinary Arts & Sci, Phoenix, AZ 85069 USA; [Carpenter, Kent] Old Dominion Univ, Dept Biol Sci, IUCN Marine Biodivers Unit, Norfolk, VA 23529 USA",9,10.1126/science.1236833,2013
1703,"Gilmour, James P.; Smith, Luke D.; Heyward, Andrew J.; Baird, Andrew H.; Pratchett, Morgan S.",Recovery of an Isolated Coral Reef System Following Severe Disturbance,SCIENCE,RESILIENCE; ECOSYSTEMS; RECRUITMENT; COMMUNITIES; MANAGEMENT; DIVERSITY; DECLINE,"Coral reef recovery from major disturbance is hypothesized to depend on the arrival of propagules from nearby undisturbed reefs. Therefore, reefs isolated by distance or current patterns are thought to be highly vulnerable to catastrophic disturbance. We found that on an isolated reef system in north Western Australia, coral cover increased from 9% to 44% within 12 years of a coral bleaching event, despite a 94% reduction in larval supply for 6 years after the bleaching. The initial increase in coral cover was the result of high rates of growth and survival of remnant colonies, followed by a rapid increase in juvenile recruitment as colonies matured. We show that isolated reefs can recover from major disturbance, and that the benefits of their isolation from chronic anthropogenic pressures can outweigh the costs of limited connectivity.","[Gilmour, James P.; Smith, Luke D.; Heyward, Andrew J.] Univ Western Australia, Oceans Inst, AIMS, Perth, WA 6009, Australia; [Baird, Andrew H.; Pratchett, Morgan S.] James Cook Univ, ARC Ctr Excellence Coral Reef Studies, Townsville, Qld 4811, Australia",180,10.1126/science.1232310,2013
1704,"Toth, Lauren T.; Aronson, Richard B.; Vollmer, Steven V.; Hobbs, Jennifer W.; Urrego, Dunia H.; Cheng, Hai; Enochs, Ian C.; Combosch, David J.; van Woesik, Robert; Macintyre, Ian G.",ENSO Drove 2500-Year Collapse of Eastern Pacific Coral Reefs,SCIENCE,NINO-SOUTHERN-OSCILLATION; EL-NINO; CLIMATE-CHANGE; TROPICAL PACIFIC; OCEAN ACIDIFICATION; HOLOCENE; RECORD; GROWTH; SEA; DISTURBANCES,"Cores of coral reef frameworks along an upwelling gradient in Panama show that reef ecosystems in the tropical eastern Pacific collapsed for 2500 years, representing as much as 40% of their history, beginning about 4000 years ago. The principal cause of this millennial-scale hiatus in reef growth was increased variability of the El Nino-Southern Oscillation (ENSO) and its coupling with the Intertropical Convergence Zone. The hiatus was a Pacific-wide phenomenon with an underlying climatology similar to probable scenarios for the next century. Global climate change is probably driving eastern Pacific reefs toward another regional collapse.","[Toth, Lauren T.; Aronson, Richard B.; Hobbs, Jennifer W.; Urrego, Dunia H.; van Woesik, Robert] Florida Inst Technol, Dept Biol Sci, Melbourne, FL 32901 USA; [Aronson, Richard B.; Macintyre, Ian G.] Smithsonian Inst, Dept Paleobiol, Natl Museum Nat Hist, Washington, DC 20560 USA; [Vollmer, Steven V.; Combosch, David J.] Northeastern Univ, Ctr Marine Sci, Nahant, MA 01908 USA; [Urrego, Dunia H.] Univ Bordeaux 1, UMR CNRS EPOC 5805, F-33405 Talence, France; [Cheng, Hai] Xi An Jiao Tong Univ, Inst Global Environm Change, Xian 710049, Peoples R China; [Cheng, Hai] Univ Minnesota, Dept Geol & Geophys, Minneapolis, MN 55455 USA; [Enochs, Ian C.] Univ Miami, Rosenstiel Sch Marine & Atmospher Sci, Cooperat Inst Marine & Atmospher Sci, Miami, FL 33149 USA; [Enochs, Ian C.] NOAA, Atlantic Oceanog & Meteorol Labs, Miami, FL 33149 USA",72,10.1126/science.1221168,2012
1705,"Heyward, A. J.; Negri, A. P.","Turbulence, Cleavage, and the Naked Embryo: A Case for Coral Clones",SCIENCE,,,"[Heyward, A. J.] Univ Western Australia, Australian Inst Marine Sci, Nedlands, WA 6009, Australia; [Negri, A. P.] AIMS, Townsville, Qld 4810, Australia",22,10.1126/science.1216055,2012
1706,"Kearney, Robert; Farebrother, Graham",Expand Australia's sustainable fisheries,NATURE,,,"[Kearney, Robert] Univ Canberra, Canberra, ACT 2601, Australia; [Farebrother, Graham] Univ Tasmania, Inst Marine & Antarctic Studies, Hobart, Tas 7001, Australia",1,10.1038/482162c,2012
1707,"Cooper, Timothy F.; O'Leary, Rebecca A.; Lough, Janice M.",Growth of Western Australian Corals in the Anthropocene,SCIENCE,GREAT-BARRIER-REEF; OCEAN ACIDIFICATION; CLIMATE-CHANGE; ANTHROPOGENIC CO2; CARBON; PORITES; SEA; CALCIFICATION; ECOSYSTEMS; METABOLISM,Anthropogenic increases of atmospheric carbon dioxide lead to warmer sea surface temperatures and altered ocean chemistry. Experimental evidence suggests that coral calcification decreases as aragonite saturation drops but increases as temperatures rise toward thresholds optimal for coral growth. In situ studies have documented alarming recent declines in calcification rates on several tropical coral reef ecosystems. We show there is no widespread pattern of consistent decline in calcification rates of massive Porites during the 20th century on reefs spanning an 11 degrees latitudinal range in the southeast Indian Ocean off Western Australia. Increasing calcification rates on the high-latitude reefs contrast with the downward trajectory reported for corals on Australia's Great Barrier Reef and provide additional evidence that recent changes in coral calcification are responses to temperature rather than ocean acidification.,"[Cooper, Timothy F.; O'Leary, Rebecca A.] Univ Western Australia, Australian Inst Marine Sci, Oceans Inst, Crawley 6009, Australia; [Lough, Janice M.] Australian Inst Marine Sci, Townsville, Qld 4810, Australia",85,10.1126/science.1214570,2012
1708,"Hoegh-Guldberg, Ove; Ortiz, Juan Carlos; Dove, Sophie",The Future of Coral Reefs,SCIENCE,,,"[Hoegh-Guldberg, Ove] Univ Queensland, Global Change Inst, St Lucia, Qld 4072, Australia; Univ Queensland, Sch Biol Sci, St Lucia, Qld 4072, Australia",20,10.1126/science.334.6062.1494-b,2011
1709,"Pandolfi, John M.; Connolly, Sean R.; Marshall, Dustin J.; Cohen, Anne L.",The Future of Coral Reefs Response,SCIENCE,CLIMATE-CHANGE; EVOLUTION; RATES,,"[Pandolfi, John M.] Australian Res Council, Ctr Excellence Coral Reef Studies, St Lucia, Qld 4072, Australia; [Pandolfi, John M.; Marshall, Dustin J.] Univ Queensland, Sch Biol Sci, St Lucia, Qld 4072, Australia; [Connolly, Sean R.] James Cook Univ, ARC Ctr Excellence Coral Reef Studies, Townsville, Qld 4011, Australia; [Connolly, Sean R.] James Cook Univ, Sch Marine & Trop Biol, Townsville, Qld 4011, Australia; [Cohen, Anne L.] Woods Hole Oceanog Inst, Dept Geol & Geophys, Woods Hole, MA 02543 USA",6,10.1126/science.334.6062.1495,2011
1710,"Pandolfi, John M.; Connolly, Sean R.; Marshall, Dustin J.; Cohen, Anne L.",Projecting Coral Reef Futures Under Global Warming and Ocean Acidification,SCIENCE,GREAT-BARRIER-REEF; CARBONATE-ION CONCENTRATION; CO2 PARTIAL-PRESSURE; CLIMATE-CHANGE; SCLERACTINIAN CORALS; BLEACHING EVENT; THERMAL-STRESS; THERMOHALINE CIRCULATION; LAST DEGLACIATION; PORITES-COMPRESSA,"Many physiological responses in present-day coral reefs to climate change are interpreted as consistent with the imminent disappearance of modern reefs globally because of annual mass bleaching events, carbonate dissolution, and insufficient time for substantial evolutionary responses. Emerging evidence for variability in the coral calcification response to acidification, geographical variation in bleaching susceptibility and recovery, responses to past climate change, and potential rates of adaptation to rapid warming supports an alternative scenario in which reef degradation occurs with greater temporal and spatial heterogeneity than current projections suggest. Reducing uncertainty in projecting coral reef futures requires improved understanding of past responses to rapid climate change; physiological responses to interacting factors, such as temperature, acidification, and nutrients; and the costs and constraints imposed by acclimation and adaptation.","[Pandolfi, John M.] ARC, Ctr Excellence Coral Reef Studies, St Lucia, Qld 4072, Australia; [Pandolfi, John M.; Marshall, Dustin J.] Univ Queensland, Sch Biol Sci, St Lucia, Qld 4072, Australia; [Connolly, Sean R.] James Cook Univ, ARC Ctr Excellence Coral Reef Studies, Townsville, Qld 4011, Australia; [Connolly, Sean R.] James Cook Univ, Sch Marine & Trop Biol, Townsville, Qld 4011, Australia; [Cohen, Anne L.] Woods Hole Oceanog Inst, Dept Geol & Geophys, Woods Hole, MA 02543 USA",555,10.1126/science.1204794,2011
1711,"Bokova, Irina",UNESCO helps manage tsunamis,NATURE,,,"UNESCO, Paris, France",0,10.1038/473031d,2011
1712,"Cantin, Neal E.; Cohen, Anne L.; Karnauskas, Kristopher B.; Tarrant, Ann M.; McCorkle, Daniel C.",Ocean Warming Slows Coral Growth in the Central Red Sea,SCIENCE,GREAT-BARRIER-REEF; CLIMATE-CHANGE; TEMPERATURE; CALCIFICATION; MECHANISM; PHOTOSYNTHESIS; PORITES; RATES,"Sea surface temperature (SST) across much of the tropics has increased by 0.4 degrees to 1 degrees C since the mid-1970s. A parallel increase in the frequency and extent of coral bleaching and mortality has fueled concern that climate change poses a major threat to the survival of coral reef ecosystems worldwide. Here we show that steadily rising SSTs, not ocean acidification, are already driving dramatic changes in the growth of an important reef-building coral in the central Red Sea. Three-dimensional computed tomography analyses of the massive coral Diploastrea heliopora reveal that skeletal growth of apparently healthy colonies has declined by 30% since 1998. The same corals responded to a short-lived warm event in 1941/1942, but recovered within 3 years as the ocean cooled. Combining our data with climate model simulations by the Intergovernmental Panel on Climate Change, we predict that should the current warming trend continue, this coral could cease growing altogether by 2070.","[Cantin, Neal E.; Cohen, Anne L.; Karnauskas, Kristopher B.; Tarrant, Ann M.; McCorkle, Daniel C.] Woods Hole Oceanog Inst, Woods Hole, MA 02543 USA",205,10.1126/science.1190182,2010
1713,"Nakamura, Shuhei; Kobayashi, Kayo; Nishimura, Toshiya; Higashijima, Shin-ichi; Tanaka, Minoru",Identification of Germline Stem Cells in the Ovary of the Teleost Medaka,SCIENCE,ORYZIAS-LATIPES; HEMATOPOIETIC STEM; EXPRESSION; SOX9; OOGENESIS; REVEALS; FISH; MICE,"Germline stem cells continually produce sperm in vertebrate testes, whereas there is no direct evidence showing that germline stem cells are present in adult vertebrate ovaries. By using transgenic methods and clonal analysis, we identified germline stem cells that supported oogenesis and the production of offspring in the ovaries of adult medaka fish. Early-stage germ cells were localized in clusters along interwoven threadlike cords of sox9b-expressing somatic cells (termed germinal cradles) where the germ cells developed. Germline stem cells gave rise to germ cells that divided to produce cysts, which then underwent cell death or separated to form follicles. Our results provide insight into the germline stem cell biology of medaka and provide a model system for studying vertebrate stem cell niches.","[Nakamura, Shuhei; Kobayashi, Kayo; Nishimura, Toshiya; Tanaka, Minoru] Natl Inst Basic Biol, Lab Mol Genet Reprod, Okazaki, Aichi 4448787, Japan; [Nishimura, Toshiya; Tanaka, Minoru] Grad Univ Adv Studies SOKENDAI, Dept Basic Biol, Okazaki, Aichi 4448585, Japan; [Higashijima, Shin-ichi] Natl Inst Nat Sci, Okazaki Inst Integrat Biosci, Natl Inst Physiol Sci, Okazaki, Aichi 4448787, Japan; [Higashijima, Shin-ichi] Grad Univ Adv Studies SOKENDAI, Dept Physiol Sci, Okazaki, Aichi 4448585, Japan",120,10.1126/science.1185473,2010
1714,"Elsig, Joachim; Schmitt, Jochen; Leuenberger, Daiana; Schneider, Robert; Eyer, Marc; Leuenberger, Markus; Joos, Fortunat; Fischer, Hubertus; Stocker, Thomas F.",Stable isotope constraints on Holocene carbon cycle changes from an Antarctic ice core,NATURE,ATMOSPHERIC CO2; TERRESTRIAL; DYNAMICS; RECORD; AGE; VARIABILITY; PEATLANDS; DIOXIDE; CLIMATE; SINK,"Reconstructions of atmospheric CO2 concentrations based on Antarctic ice cores(1,2) reveal significant changes during the Holocene epoch, but the processes responsible for these changes in CO2 concentrations have not been unambiguously identified. Distinct characteristics in the carbon isotope signatures of the major carbon reservoirs (ocean, biosphere, sediments and atmosphere) constrain variations in the CO2 fluxes between those reservoirs. Here we present a highly resolved atmospheric delta C-13 record for the past 11,000 years from measurements on atmospheric CO2 trapped in an Antarctic ice core. From mass-balance inverse model calculations(3,4) performed with a simplified carbon cycle model, we show that the decrease in atmospheric CO2 of about 5 parts per million by volume (p.p.m.v.). The increase in delta C-13 of about 0.25 parts per thousand during the early Holocene is most probably the result of a combination of carbon uptake of about 290 gigatonnes of carbon by the land biosphere and carbon release from the ocean in response to carbonate compensation of the terrestrial uptake during the termination of the last ice age. The 20 p.p.m.v. increase of atmospheric CO2 and the small decrease in delta C-13 of about 0.05 parts per thousand during the later Holocene can mostly be explained by contributions from carbonate compensation of earlier land-biosphere uptake and coral reef formation, with only a minor contribution from a small decrease of the land-biosphere carbon inventory.","[Elsig, Joachim; Schmitt, Jochen; Leuenberger, Daiana; Schneider, Robert; Eyer, Marc; Leuenberger, Markus; Joos, Fortunat; Fischer, Hubertus; Stocker, Thomas F.] Univ Bern, Inst Phys, CH-3012 Bern, Switzerland; [Elsig, Joachim; Schmitt, Jochen; Leuenberger, Daiana; Schneider, Robert; Eyer, Marc; Leuenberger, Markus; Joos, Fortunat; Fischer, Hubertus; Stocker, Thomas F.] Univ Bern, Oeschger Ctr Climate Change Res, CH-3012 Bern, Switzerland; [Schmitt, Jochen; Fischer, Hubertus] Alfred Wegener Inst Polar & Marine Res AWI, D-27568 Bremerhaven, Germany",118,10.1038/nature08393,2009
1715,"Weis, Virginia M.; Allemand, Denis",What Determines Coral Health?,SCIENCE,REEF-BUILDING CORALS; THERMAL-STRESS; OXIDATIVE STRESS; GENE-EXPRESSION; SEA-ANEMONE; MECHANISMS; SYMBIOSIS; PROTEIN; BIOMINERALIZATION; ACIDIFICATION,,"[Weis, Virginia M.] Oregon State Univ, Dept Zool, Corvallis, OR 97331 USA; [Allemand, Denis] Ctr Sci Monaco, MC-98000 Monaco, Monaco; [Allemand, Denis] Univ Nice Sophia Antipolis, Dept Sci Vie, Nice 2, France",53,10.1126/science.1172540,2009
1716,"Dodge, Richard E.; Birkeland, Charles; Hatziolos, Marea; Kleypas, Joan; Palumbi, Stephen R.; Hoegh-Guldberg, Ove; Van Woesik, Rob; Ogden, John C.; Aronson, Richard B.; Causey, Billy D.; Staub, Francis",A call to action for coral reefs,SCIENCE,,,"[Dodge, Richard E.] Nova SE Univ, Oceanog Ctr, Dania, FL 33004 USA; [Birkeland, Charles] Univ Hawaii, Dept Zool, Honolulu, HI 96822 USA; [Hatziolos, Marea] World Bank, Washington, DC 20433 USA; [Kleypas, Joan] Natl Ctr Atmospher Res, Inst Study Soc & Environm, Boulder, CO 80307 USA; [Palumbi, Stephen R.] Stanford Univ, Hopkins Marine Stn, Pacific Grove, CA 93950 USA; [Hoegh-Guldberg, Ove] Univ Queensland, Ctr Marine Studies, Brisbane, Qld 4072, Australia; [Van Woesik, Rob] Florida Inst Technol, Dept Sci Biol, Melbourne, FL 32901 USA; [Ogden, John C.] Florida Inst Oceanog, St Petersburg, FL 33701 USA; [Aronson, Richard B.] Dauphin Isl Sea Lab, Dauphin Isl, AL 36528 USA; [Causey, Billy D.] Natl Marine Sanctuary Program, Key West, FL 33040 USA; [Staub, Francis] Int Year Reef Coordinator, Bethesda, MD 20814 USA",10,,2008
